State, Facility Name, Facility ID (ORISPL), Year,CO2 (Mt), Facility Latitude, Facility Longitude
TX,W A Parish,3470,2021,1.985646692,29.4783,-95.6358
TX,Welsh Power Plant,6139,2021,1.182139244,33.0583,-94.844
TX,Wilkes Power Plant,3478,2021,0.083573141,32.8486,-94.5469
TX,Winchester Power Park,56674,2021,0.014090824,30.0253,-96.9945
TX,"Wise County Power Company, LLC",55320,2021,0.212284108,33.0583,-97.9103
TX,Wolf Hollow Generating Station,55139,2021,0.160184127,32.3347,-97.7344
TX,Wolf Hollow II,59812,2021,0.461430968,29.2888,-96.066
UT,Bonanza,7790,2021,0.618674678,40.0864,-109.2844
UT,Currant Creek Power Project,56102,2021,0.291734433,39.8223,-111.894
UT,Gadsby,3648,2021,0.000526506,40.7686,-111.9289
UT,Hunter,6165,2021,2.215791999,39.1747,-111.0289
UT,Huntington,8069,2021,1.276507467,39.3792,-111.0781
UT,Intermountain,6481,2021,1.692688845,39.5035,-112.5811
UT,Lake Side Power Plant,56237,2021,0.522453035,40.3311,-111.7547
UT,Millcreek Power,56253,2021,0.00044633,37.1124,-113.5155
UT,Nebo Power Station,56177,2021,0.027929016,40.0614,-111.7294
UT,Sunnyside Cogeneration Associates,50951,2021,0,39.5472,-110.3917
UT,West Valley Power Plant,55622,2021,0.011330381,40.6663,-112.031
VA,Altavista Power Station,10773,2021,0.094576172,37.1183,-79.2726
VA,Bear Garden Generating Station,56807,2021,0.361122924,37.6961,-78.2848
VA,Birchwood Power Facility,54304,2021,0.095082126,38.2667,-77.3147
VA,Brunswick County Power Station,58260,2021,0.905113113,36.7637,-77.7112
VA,Buchanan Units 1 & 2,55738,2021,0.05707605,37.1753,-81.9617
VA,Chesterfield Power Station,3797,2021,0.548531912,37.3822,-77.3833
VA,Clinch River,3775,2021,0.000268593,36.9333,-82.1997
VA,Clover Power Station,7213,2021,0.381334319,36.8692,-78.7046
VA,Commonwealth Chesapeake,55381,2021,0.012209513,37.9892,-75.54
VA,Darbytown Combustion Turbine,7212,2021,0.005736494,37.4978,-77.368
VA,Doswell Limited Partnership,52019,2021,0.584490316,37.8181,-77.4478
VA,Elizabeth River Combustion Turbine Sta,52087,2021,0.011389526,36.7743,-76.3119
VA,Gordonsville Power Station,54844,2021,0.097125258,38.1245,-78.2031
VA,Gravel Neck Combustion Turbine,7032,2021,0.004665925,37.1575,-76.6911
VA,Greensville County Power Station,59913,2021,1.055167322,36.7184,-77.6523
VA,Hopewell Cogeneration Facility,10633,2021,0.00357467,37.2914,-77.2821
VA,Hopewell Power Station,10771,2021,0.083440185,37.2969,-77.2833
VA,Ladysmith Combustion Turbine Sta,7839,2021,0.017768372,38.0725,-77.5141
VA,Louisa Generation Facility,7837,2021,0.04209436,38.1181,-78.2139
VA,Marsh Run Generation Facility,7836,2021,0.057811167,38.5283,-77.7681
VA,Panda Stonewall Power Project,59004,2021,0.48664922,39.0578,-77.5425
VA,Possum Point Power Station,3804,2021,0.165768606,38.5367,-77.2806
VA,Remington Combustion Turbine Station,7838,2021,0.01077137,38.5447,-77.7707
VA,Southampton Power Station,10774,2021,0.13384212,36.6525,-76.9953
VA,"Spruance Genco, LLC",54081,2021,0.083946585,37.4556,-77.4308
VA,Tasley Energy Center,3785,2021,0,37.7061,-75.7031
VA,Tenaska Virginia Generating Station,55439,2021,0.140969842,37.8667,-78.3813
VA,Virginia City Hybrid Energy Center,56808,2021,0.337592496,36.9161,-82.3381
VA,Warren County Power Station,55939,2021,0.768998926,38.9705,-78.1777
VA,WestRock Virginia Corp Covington Ops,50900,2021,0,37.7997,-79.9946
VA,Wolf Hills Energy,55285,2021,0.002907346,36.6644,-82.1044
VA,Yorktown Power Station,3809,2021,0.001766103,37.2144,-76.4611
VT,Berlin 5,3734,2021,0.000210648,44.2498,-72.6035
VT,J C McNeil,589,2021,0.138807107,44.4917,-73.2081
VT,Penny Lane Gas Turbine,3754,2021,9.5073E-05,44.4817,-73.2241
WA,Centralia,3845,2021,1.066401836,46.7559,-122.8578
WA,Chehalis Generation Facility,55662,2021,0.228921256,46.6226,-122.9145
WA,Encogen Generating Station,7870,2021,0.017885087,48.746,-122.486
WA,Ferndale Generating Station,54537,2021,0.119790025,48.8283,-122.6853
WA,Frederickson Power LP,55818,2021,0.060782064,47.0864,-122.3644
WA,Goldendale Generating Station,55482,2021,0.213248077,45.8114,-120.833
WA,Grays Harbor Energy Center,7999,2021,0.339715495,46.9688,-123.48
WA,River Road,7605,2021,0.211780345,45.65,-122.7231
WI,Appleton Property Ventures LLC,55558,2021,0.050611479,44.2717,-88.3011
WI,Bay Front,3982,2021,0.072712538,46.5869,-90.9017
WI,Blount Street,3992,2021,0.004084222,43.0792,-89.3739
WI,Columbia,8023,2021,1.740909221,43.4864,-89.4203
WI,Concord,7159,2021,0.01369638,43.1669,-88.69
WI,Depere Energy Center,55029,2021,0.023634142,44.4489,-88.0731
WI,Edgewater (4050),4050,2021,0.594804645,43.715,-87.7094
WI,Elk Mound Generating Station,7863,2021,0.003217241,44.9019,-91.5678
WI,Elm Road Generating Station,56068,2021,2.084343209,42.8445,-87.829
WI,Fitchburg Generating Station,3991,2021,0,43.0149,-89.4603
WI,Fox Energy Center,56031,2021,0.435216316,44.3204,-88.2089
WI,French Island,4005,2021,0,43.8298,-91.26
WI,Genoa,4143,2021,0.379256037,43.5592,-91.2333
WI,Germantown Power Plant,6253,2021,0.009419883,43.1952,-88.1496
WI,Island Street Peaking Plant,55836,2021,0.002570327,44.2761,-88.2656
WI,J P Madgett,4271,2021,0.546706041,44.3026,-91.9126
WI,Manitowoc,4125,2021,0.061378327,44.082,-87.6558
WI,Marshfield Utilities Combustion Turbine,56480,2021,1.4681E-05,44.635,-90.135
WI,Neenah Energy Facility,55135,2021,0.003925752,44.1934,-88.5055
WI,Paris,7270,2021,0.013829857,42.6658,-88.0131
WI,Port Washington Generating Station,4040,2021,0.695313628,43.3842,-87.8689
WI,Pulliam,4072,2021,0.015041717,44.5397,-88.0083
WI,Riverside Energy Center,55641,2021,0.37945802,42.5835,-89.0351
WI,Rockgen Energy Center,55391,2021,0.013858591,42.9767,-89.0492
WI,Rothschild Biomass Cogeneration Facility,58124,2021,0.119548658,44.8878,-89.6298
WI,Sheboygan Falls Energy Facility,56166,2021,0.005938599,43.7519,-87.8783
WI,South Fond Du Lac,7203,2021,0.016360421,43.7353,-88.4968
WI,South Oak Creek,4041,2021,1.298630953,42.8457,-87.8294
WI,Valley (WEPCO),4042,2021,0.115492432,43.0303,-87.9233
WI,West Campus Cogeneration Facility,7991,2021,0.049237599,43.0751,-89.4251
WI,West Marinette,4076,2021,0.019322649,45.0869,-87.6881
WI,Weston,4078,2021,0.913905836,44.8606,-89.6553
WI,Wheaton Generating Plant,4014,2021,0,44.8864,-91.5158
WI,Whitewater Cogeneration Facility,55011,2021,0.089201796,42.8543,-88.7297
WV,Axiall Corporation Natrium Plant,50491,2021,0.108757171,39.7475,-80.8547
WV,Big Sandy Peaker Plant,55284,2021,0.018770837,38.3441,-82.5938
WV,Ceredo Generating Station,55276,2021,0.024066711,38.3681,-82.5339
WV,Fort Martin Power Station,3943,2021,1.166239254,39.7107,-79.9275
WV,Grant Town Power Plant,10151,2021,0.198997834,39.5611,-80.1642
WV,Harrison Power Station,3944,2021,2.988877227,39.3844,-80.3325
WV,John E Amos,3935,2021,3.059335772,38.4731,-81.8233
WV,Longview Power,56671,2021,1.290476287,39.7078,-79.9588
WV,Mitchell (WV),3948,2021,0.732354467,39.8297,-80.8153
WV,Morgantown Energy Facility,10743,2021,0,39.6397,-79.9606
WV,Mount Storm Power Station,3954,2021,1.685880762,39.2014,-79.2667
WV,Mountaineer (1301),6264,2021,2.172847956,38.9794,-81.9344
WV,"Pleasants Energy, LLC",55349,2021,0.077193566,39.3328,-81.3639
WV,Pleasants Power Station,6004,2021,1.806262175,39.3668,-81.2944
WY,Cheyenne Prairie Generating Station,57703,2021,0.034134049,41.1229,-104.7214
WY,Dave Johnston,4158,2021,1.147387766,42.8378,-105.7769
WY,Dry Fork Station,56609,2021,0.762268202,44.3901,-105.4591
WY,Jim Bridger,8066,2021,2.377779246,41.7378,-108.7875
WY,Laramie River,6204,2021,2.401510259,42.1103,-104.8828
WY,Naughton,4162,2021,0.680929952,41.7572,-110.5986
WY,Neil Simpson II,7504,2021,0.198436387,44.2853,-105.3841
WY,Neil Simpson II (CT2),55477,2021,0.000712079,44.2853,-105.3841
WY,Wygen I,55479,2021,0.214859817,44.2862,-105.3843
WY,Wygen II,56319,2021,0.143186839,44.2911,-105.3815
WY,Wygen III,56596,2021,0.227993019,44.2892,-105.3795
WY,Wyodak,6101,2021,0.505431267,44.2886,-105.3847
