State, Facility Name, Facility ID (ORISPL), Year,CO2 (Mt), Facility Latitude, Facility Longitude
IL,Tilton Power Station,7760,2021,0.002540611,40.1063,-87.6539
IL,University Park Energy,55250,2021,0.015524385,41.4405,-87.7528
IL,Venice,913,2021,5.39321E-06,38.6642,-90.1764
IL,Waukegan,883,2021,0.390687771,42.3833,-87.8133
IL,Will County,884,2021,0.317208689,41.6334,-88.0626
IL,Wood River Refinery,880067,2021,0,38.8375,-90.0675
IL,Zion Energy Center,55392,2021,0.031197708,42.4776,-87.895
IN,A B Brown Generating Station,6137,2021,0.753294301,37.9053,-87.715
IN,Alcoa Allowance Management Inc,6705,2021,1.354362157,37.915,-87.3328
IN,Anderson,7336,2021,0.000998836,40.0529,-85.7389
IN,C. C. Perry K Steam Plant,992,2021,0.016743252,39.7622,-86.1667
IN,Cayuga,1001,2021,0.950380578,39.9239,-87.4272
IN,Clifty Creek,983,2021,1.486541253,38.7383,-85.4192
IN,Edwardsport Generating Station,1004,2021,1.007804159,38.8067,-87.2472
IN,F B Culley Generating Station,1012,2021,0.601384821,37.91,-87.3267
IN,Georgetown Substation,7759,2021,0.008670341,39.9022,-86.2439
IN,Gibson,6113,2021,2.65431557,38.3722,-87.7661
IN,Henry County Generating Station,7763,2021,0.014392564,39.9528,-85.5039
IN,Hoosier Energy Lawrence Co Station,7948,2021,0.001245221,38.8003,-86.4511
IN,IPL - Eagle Valley Generating Station,991,2021,0.46039153,39.4851,-86.4176
IN,IPL - Harding Street Station (EW Stout),990,2021,0.054231976,39.7119,-86.1975
IN,IPL - Petersburg Generating Station,994,2021,2.617243335,38.5267,-87.2525
IN,Lawrenceburg Energy Facility,55502,2021,0.806132611,39.0913,-84.8667
IN,Merom,6213,2021,1.256091773,39.0694,-87.5108
IN,Michigan City Generating Station,997,2021,0.438624265,41.7203,-86.9097
IN,Montpelier Electric Gen Station,55229,2021,0.011403678,40.6206,-85.3057
IN,Noblesville,1007,2021,0.14519125,40.0969,-85.9714
IN,Purdue University-Wade Utility,50240,2021,0,40.4172,-86.9117
IN,R Gallagher,1008,2021,0.029361649,38.2636,-85.8381
IN,R M Schahfer Generating Station,6085,2021,1.076161127,41.2175,-87.0239
IN,Richmond (IN),7335,2021,0.000488518,39.8383,-84.9665
IN,Rockport,6166,2021,1.141608542,37.9256,-87.0372
IN,St. Joseph Energy Center LLC,57794,2021,0.520271654,41.6996,-86.4814
IN,Sugar Creek Generating Station,55364,2021,0.253143776,39.3922,-87.5103
IN,Vermillion Generating Station,55111,2021,0.012441577,39.9208,-87.445
IN,Wabash River Highland Plant,57842,2021,6.81396E-05,39.5326,-87.4262
IN,Wheatland Generating Facility LLC,55224,2021,0.010087542,38.6716,-87.2931
IN,Whitewater Valley,1040,2021,0.004239254,39.8028,-84.8953
IN,"Whiting Clean Energy, Inc.",55259,2021,0.330231217,41.6739,-87.4778
IN,Worthington Generation,55148,2021,0.006535815,39.0717,-87.0128
KS,Chanute 2,1268,2021,0.044743564,37.6953,-95.4586
KS,Cimarron River,1230,2021,0,37.1611,-100.7619
KS,Clifton Station,8037,2021,0,39.6125,-97.2778
KS,Coffeyville,1271,2021,0,37.0456,-95.6076
KS,East 12th Street,7013,2021,0,37.2376,-96.9619
KS,Emporia Energy Center,56502,2021,0.050384803,38.4464,-96.0651
KS,Fort Dodge aka Judson Large,1233,2021,0.001365444,37.7328,-99.9497
KS,Garden City,1336,2021,0.001093299,37.9703,-100.8956
KS,Gordon Evans Energy Center,1240,2021,0.018249669,37.7903,-97.5217
KS,Great Bend Station aka Arthur Mullergren,1235,2021,4.95214E-05,38.41,-98.8689
KS,Holcomb,108,2021,0.474579267,37.9306,-100.9725
KS,Hutchinson Energy Center,1248,2021,0,38.0906,-97.8747
KS,Jeffrey Energy Center,6068,2021,1.563965569,39.2825,-96.1153
KS,La Cygne,1241,2021,1.791044692,38.3472,-94.6389
KS,Lawrence Energy Center,1250,2021,0.146441794,39.0072,-95.2692
KS,McPherson 2,1305,2021,0,38.3461,-97.6761
KS,McPherson Municipal Power Plant #3,7515,2021,0.011862965,38.3864,-97.61
KS,Nearman Creek,6064,2021,0.384235387,39.1714,-94.6958
KS,Osawatomie Generating Station,7928,2021,0.003932131,38.5325,-94.9042
KS,Quindaro,1295,2021,0,39.1486,-94.6405
KS,Riverton,1239,2021,0.137624697,37.0719,-94.6986
KS,West Gardner Generating Station,7929,2021,0.004469408,38.7878,-94.985
KY,Big Sandy,1353,2021,0.098558756,38.1707,-82.6176
KY,Bluegrass Generating Station,55164,2021,0.004133275,38.3902,-85.4133
KY,Cane Run,1363,2021,0.486307825,38.1828,-85.8894
KY,D B Wilson,6823,2021,0.695763016,37.4497,-87.0803
KY,E W Brown,1355,2021,0.312300528,37.7889,-84.7139
KY,East Bend,6018,2021,0.988540989,38.9031,-84.8511
KY,Ghent,1356,2021,2.711241826,38.7497,-85.035
KY,H L Spurlock,6041,2021,2.167762366,38.7,-83.8175
KY,John S. Cooper,1384,2021,0.122925374,37,-84.5917
KY,Marshall County,55232,2021,0.002311086,37.0286,-88.3958
KY,Mill Creek,1364,2021,1.904641044,38.0531,-85.91
KY,Paddy's Run,1366,2021,0.001000334,38.2147,-85.8453
KY,Paducah Power Systems Plant 1,56556,2021,6.51422E-05,37.0339,-88.6161
KY,Paradise,1378,2021,0.685278118,37.2608,-86.9783
KY,R D Green,6639,2021,0.284124027,37.6467,-87.5006
KY,Riverside Generating Company,55198,2021,0.026738809,38.1933,-82.6042
KY,Robert Reid,1383,2021,0,37.6467,-87.5033
KY,Shawnee,1379,2021,1.713455424,37.1517,-88.775
KY,Smith Generating Facility,54,2021,0.060052319,37.8824,-84.1025
KY,Trimble County,6071,2021,1.693014175,38.5847,-85.4117
LA,Acadia Power Station,55173,2021,0.37258245,30.4284,-92.4112
LA,Arsenal Hill Power Plant,1416,2021,0.247018841,32.5181,-93.7611
LA,Bayou Cove Peaking Power Plant,55433,2021,0.02155519,30.2825,-92.5994
LA,Big Cajun 1,1464,2021,0.01984201,30.6736,-91.3525
LA,Big Cajun 2,6055,2021,0.373226201,30.7261,-91.3669
LA,Brame Energy Center,6190,2021,1.613302496,31.395,-92.7167
LA,Calcasieu Plant,55165,2021,0.009634805,30.1603,-93.3458
LA,Carville Energy Center,55404,2021,0.267833683,30.2292,-91.065
LA,Coughlin Power Station,1396,2021,0.286836796,30.8442,-92.2606
LA,Dolet Hills Power Station,51,2021,0.036173911,32.0306,-93.5692
LA,Hargis-Hebert Electric Generating Statio,56283,2021,0.007466752,30.1694,-91.9923
LA,Houma,1439,2021,0.001764619,29.5808,-90.7222
LA,LEPA Unit No. 1,58478,2021,0.024480251,29.6913,-91.193
LA,Lake Charles Power Station,60927,2021,0.327980094,30.2706,-93.2886
LA,Lieberman Power Plant,1417,2021,0.012011554,32.7047,-93.9597
LA,Little Gypsy,1402,2021,0.104319857,30.0033,-90.4611
LA,Louisiana 1,1391,2021,0.541903178,30.4903,-91.1875
LA,Nelson Industrial Steam Company,50030,2021,0,30.2861,-93.2917
LA,Ninemile Point,1403,2021,0.825504836,29.9472,-90.1458
LA,Ouachita Plant,55467,2021,0.25233688,32.7056,-92.0697
LA,Perryville Power Station,55620,2021,0.226322963,32.6914,-92.0192
LA,Plaquemine Cogen Facility,55419,2021,0.746219286,30.3215,-91.2392
LA,R S Cogen LLC,55117,2021,0.259620787,30.221,-93.2826
LA,R S Nelson,1393,2021,0.339412414,30.2861,-93.2917
LA,St. Charles Power Station,60926,2021,0.499378261,30.0051,-90.4617
LA,Sterlington,1404,2021,0.002264883,32.7047,-92.0792
LA,T J Labbe Electric Generating Station,56108,2021,0.005382095,30.2554,-92.0433
LA,Taft Cogeneration Facility,55089,2021,0.434532084,29.9861,-90.4575
LA,Teche Power Station,1400,2021,0.023064526,29.8223,-91.5427
LA,Washington Parish Energy Center,55486,2021,0.008266218,30.7914,-89.9092
LA,Waterford 1 & 2,8056,2021,0.024546422,29.9994,-90.4758
MA,Bellingham,10307,2021,0.001013855,42.0925,-71.4833
MA,Bellingham Power Generation LLC,55211,2021,0.245780747,42.1113,-71.4529
MA,Berkshire Power,55041,2021,0.096866491,42.0476,-72.6478
MA,Blackstone,1594,2021,0,42.3636,-71.1161
MA,Blackstone Power Generation LLC,55212,2021,0.225726324,42.0575,-71.5172
MA,Canal Station,1599,2021,0.009773965,41.7694,-70.5097
MA,Cleary Flood,1682,2021,0.000403446,41.8653,-71.1061
MA,Dartmouth Power,52026,2021,0.001294521,41.6728,-70.9989
MA,Deer Island Treatment,10823,2021,7.25222E-05,42.3497,-70.9601
MA,Dighton,55026,2021,0.001596657,41.8312,-71.1239
MA,Exelon West Medway II,59882,2021,0.019673415,42.1375,-71.444
MA,Fore River Energy Center,55317,2021,0.406248824,42.2417,-70.9653
MA,Kendall Green Energy LLC,1595,2021,0.190680767,42.3633,-71.0792
MA,Kneeland Station,880023,2021,0,42.35,-71.0583
MA,MASSPOWER,10726,2021,0.003319458,42.156,-72.5292
MA,MBTA South Boston Power Facility,10176,2021,0,42.3414,-71.0311
MA,MIT Central Utility Plant,54907,2021,0,42.3611,-71.0934
MA,Medway Station,1592,2021,1.87787E-05,42.1364,-71.4478
MA,"Milford Power, LLC",54805,2021,0.003755837,42.1292,-71.5122
MA,Millennium Power,55079,2021,0.03349947,42.1127,-72.0152
MA,Mystic,1588,2021,0.298273584,42.3917,-71.0667
MA,Pittsfield Generating,50002,2021,0,42.4564,-73.2181
MA,Potter,1660,2021,0.002900368,42.235,-70.9672
MA,Salem Harbor Station NGCC,60903,2021,0.121460619,42.5256,-70.8784
MA,Stony Brook Energy Center,6081,2021,0.000772536,42.1977,-72.5103
MA,"Tanner Street Generation, LLC",54586,2021,4.57983E-05,42.6308,-71.3133
MA,Waters River,1678,2021,4.58128E-05,42.5428,-70.9236
MA,West Springfield,1642,2021,0.003919309,42.0956,-72.5958
MD,AES Warrior Run,10678,2021,0.333192358,39.5944,-78.7456
MD,"American Sugar Refining, Inc.",54795,2021,0,39.2749,-76.5945
MD,Brandon Shores,602,2021,0.775084447,39.1792,-76.5383
MD,Brandywine Power Facility,54832,2021,0.057022567,38.6681,-76.8678
MD,CPV St. Charles Energy Center,56846,2021,0.313995043,38.5686,-76.8919
MD,Chalk Point,1571,2021,0.693854806,38.5444,-76.6861
MD,Cove Point LNG Terminal,59073,2021,0.245231743,38.387,-76.408
MD,Dickerson,1572,2021,0.002865661,39.2086,-77.4644
MD,Herbert A Wagner,1554,2021,0.039023585,39.1781,-76.5268
MD,Keys Energy Center,60302,2021,0.394856626,38.6955,-76.8278
MD,Luke Paper Company,50282,2021,0,39.4722,-79.0575
MD,Morgantown,1573,2021,0.53378968,38.3592,-76.9767
MD,NIH Cogeneration Facility,56668,2021,0,38.9982,-77.1026
MD,Perryman,1556,2021,0.019340038,39.4422,-76.2208
MD,Rock Springs Generating Facility,7835,2021,0.001858918,39.7183,-76.1606
MD,Vienna,1564,2021,1.5688E-05,38.4878,-75.8208
MD,Wildcat Point Generation Facility,59220,2021,0.199714137,39.7194,-76.1616
ME,Androscoggin Energy,55031,2021,0.071496718,44.5047,-70.2403
ME,Bucksport Generation LLC,50243,2021,4.17305E-06,44.5739,-68.8033
ME,Maine Independence Station,55068,2021,0.027958489,44.8236,-68.7106
ME,Rumford Power,55100,2021,0.00581993,44.5303,-70.5219
ME,Westbrook Energy Center,55294,2021,0.162894062,43.6576,-70.3772
ME,William F Wyman,1507,2021,3.61931E-05,43.75,-70.1569
MI,48th Street Peaking Station,7258,2021,0.000558349,42.7553,-86.0853
MI,Alpine Power Plant,59926,2021,0.034825109,45.0624,-84.8261
MI,Belle River,6034,2021,1.96367933,42.7748,-82.4945
MI,Cadillac Renewable Energy,54415,2021,0,44.2634,-85.4348
MI,Dan E Karn,1702,2021,0.811892078,43.6425,-83.8431
MI,Dean Peakers,55718,2021,0.008015693,42.774,-82.4818
MI,Dearborn Industrial Generation,55088,2021,0.419203566,42.3026,-83.154
MI,Delray,1728,2021,0,42.2947,-83.1019
MI,Eckert Station,1831,2021,0,42.7183,-84.5586
MI,Erickson,1832,2021,0.241453976,42.6919,-84.6572
MI,Genesee Power Station,54751,2021,0,43.0841,-83.6743
MI,Grayling Generating Station,10822,2021,0,44.6062,-84.6901
MI,Greenwood,6035,2021,0.148272229,43.1056,-82.6964
MI,Hancock Peakers,1730,2021,0.003715013,42.5497,-83.4425
MI,Holland Energy Park,59093,2021,0.091038743,42.793,-86.0925
MI,J H Campbell,1710,2021,2.209004508,42.9103,-86.2036
MI,Jackson Generating Station,55270,2021,0.191281245,42.2488,-84.3767
MI,Kalamazoo River Generating Station,55101,2021,0.001925023,42.2797,-85.4922
MI,Kalkaska CT Project #1,7984,2021,0.00461344,44.6889,-85.2019
MI,Lansing BWL REO Town Plant,58427,2021,0.078926285,42.7197,-84.5518
MI,Livingston Generating Station,55102,2021,0.00194308,45.0291,-84.7332
MI,Michigan Power Limited Partnership,54915,2021,0.134994299,43.94,-86.4247
MI,Midland Cogeneration Venture,10745,2021,0,43.5861,-84.2242
MI,Monroe,1733,2021,3.796555332,41.8917,-83.3461
MI,New Covert Generating Project,55297,2021,0.789216369,42.3231,-86.2925
MI,Renaissance Power,55402,2021,0.046539131,43.1864,-84.8429
MI,River Rouge,1740,2021,0.027949202,42.2733,-83.1131
MI,St. Clair,1743,2021,0.876146746,42.7642,-82.4719
MI,Sumpter Plant,7972,2021,0.015979536,42.167,-83.5318
MI,TES Filer City Station,50835,2021,0,44.217,-86.2906
MI,Trenton Channel,1745,2021,0.252772966,42.1236,-83.1811
MI,Wyandotte,1866,2021,0.001678015,42.2081,-83.1453
MI,Zeeland Generating Station,55087,2021,0.253522553,42.82,-85.9988
MN,Allen S King,1915,2021,0.3210334,45.03,-92.7786
MN,Black Dog,1904,2021,0.131110342,44.8108,-93.2501
MN,Blue Lake Generating Plant,8027,2021,0.001344136,44.7855,-93.4315
MN,Boswell Energy Center,1893,2021,1.468101249,47.2603,-93.6531
MN,Cambridge Station,2038,2021,0.003971134,45.601,-93.2081
MN,Cannon Falls Energy Center,56241,2021,0.014972816,44.5364,-92.9147
MN,Cascade Creek,6058,2021,0.003431581,44.0322,-92.4908
MN,Cottage Grove Cogeneration,55010,2021,0.057270391,44.7956,-92.9119
MN,Elk River,2039,2021,0.007228,45.2958,-93.5542
MN,Faribault Energy Park,56164,2021,0.053287467,44.3353,-93.2894
MN,Hibbard Energy Center,1897,2021,0.042010668,46.7356,-92.1531
MN,High Bridge,1912,2021,0.270934221,44.9331,-93.1075
MN,Hoot Lake,1943,2021,0.133058616,46.29,-96.0428
MN,Hutchinson - Plant 2,6358,2021,8.47265E-05,44.8889,-94.35
MN,Inver Hills,1913,2021,0,44.781,-93.042
MN,Lakefield Junction Generating,7925,2021,0.008478957,43.7984,-94.8415
MN,Laskin Energy Center,1891,2021,0.002194739,47.5306,-92.1619
MN,Mankato Energy Center,56104,2021,0.322480797,44.1965,-94.0099
MN,Maple Lake Station,2042,2021,0,45.229,-94.0097
MN,Minnesota River Station,7844,2021,2.59183E-05,44.795,-93.5808
MN,New Ulm,2001,2021,0,44.3159,-94.4578
MN,Northshore Mining Silver Bay Power,10849,2021,0,47.286,-91.26
MN,Pleasant Valley Station,7843,2021,0.010043264,43.7997,-92.6819
MN,Riverside (1927),1927,2021,0.073210107,45.0203,-93.2753
MN,Rock Lake Station,6741,2021,0,45.819,-92.9702
MN,Sherburne County,6090,2021,2.675845085,45.3792,-93.8958
MN,Solway Plant,7947,2021,0.005567327,47.5444,-95.1297
MN,St. Bonifacius Station,6824,2021,0,44.905,-93.821
MN,Taconite Harbor Energy Center,10075,2021,0,47.5314,-90.9111
MO,Audrain Power Plant,55234,2021,1.01287E-05,39.3092,-91.5369
MO,Chillicothe,2122,2021,0,39.784,-93.562
MO,Columbia,2123,2021,0.01239187,38.9658,-92.3175
MO,Columbia Energy Center (MO),55447,2021,0.000761467,39.0183,-92.2633
MO,Dogwood Energy Facility,55178,2021,0.12188095,38.7931,-94.3006
MO,Empire District Elec Co Energy Ctr,6223,2021,0.05642294,37.1385,-94.1041
MO,Essex Power Plant,7749,2021,0.014912314,36.8678,-89.8397
MO,Fairgrounds,2082,2021,0,38.5935,-92.2203
MO,Greenwood Energy Center,6074,2021,0,38.8615,-94.2982
MO,Hawthorn,2079,2021,0.686857025,39.1306,-94.4778
MO,Higginsville Municipal Power Plant,2131,2021,0,39.0721,-93.721
MO,Holden Power Plant,7848,2021,0.019980312,38.7538,-93.9983
MO,Iatan,6065,2021,1.797845687,39.4472,-94.98
MO,James River,2161,2021,0.025741186,37.1086,-93.2592
MO,John Twitty Energy Center,6195,2021,0.500356886,37.1519,-93.3892
MO,Labadie,2103,2021,3.935831256,38.5583,-90.8361
MO,Lake Road,2098,2021,0.004955369,39.7246,-94.8773
MO,McCartney Generating Station,7903,2021,0.002824017,37.2479,-93.1709
MO,Meramec,2104,2021,0.136450639,38.4017,-90.3358
MO,Mexico,6650,2021,0,39.1481,-91.8306
MO,Moberly,6651,2021,0,39.4244,-92.4837
MO,Moreau,6652,2021,0,38.5553,-92.102
MO,New Madrid Power Plant,2167,2021,1.335341444,36.5147,-89.5617
MO,Nodaway Power Plant,7754,2021,0.008077445,40.2877,-94.7913
MO,Northeast Generating Station,2081,2021,0,39.1231,-94.5605
MO,Peno Creek Energy Center,7964,2021,0.000366445,39.3531,-91.2295
MO,Ralph Green Station,2092,2021,0,38.7865,-94.2768
MO,Rush Island,6155,2021,1.989204862,38.1306,-90.2625
MO,Sikeston,6768,2021,0.483083031,36.8791,-89.6209
MO,Sioux,2107,2021,1.185987963,38.9158,-90.2917
MO,South Harper Peaking Facility,56151,2021,0.006728065,38.6803,-94.4824
MO,St. Francis Power Plant,7604,2021,0.080500014,36.5852,-90.1779
MO,State Line (MO),7296,2021,0.213256026,37.0659,-94.614
MO,Thomas Hill Energy Center,2168,2021,2.157470617,39.5531,-92.6392
MS,Ackerman Combined Cycle Plant,55694,2021,0.322088751,33.3806,-89.2039
MS,Attala Generating Plant,55220,2021,0.255471719,33.0142,-89.6758
MS,Batesville Generation Facility,55063,2021,0.214151531,34.3345,-89.9272
MS,Baxter Wilson,2050,2021,0.044678939,32.2831,-90.9306
MS,Caledonia,55197,2021,0.323436272,33.6464,-88.2717
MS,Chevron Cogenerating Station,2047,2021,0.101273685,30.34,-88.492
MS,Choctaw County Gen,55706,2021,0.450015375,33.2881,-89.4201
MS,Crossroads Energy Center (CPU),55395,2021,0.022467115,34.183,-90.5621
MS,Daniel Electric Generating Plant,6073,2021,1.722999129,30.5335,-88.5574
MS,David M Ratcliffe,57037,2021,0.436241539,32.6538,-88.7574
MS,Gerald Andrus,8054,2021,0.043171584,33.3503,-91.1181
MS,Hinds Energy Facility,55218,2021,0.290500008,32.3781,-90.2169
MS,Kemper County,7960,2021,0.017324385,32.7976,-88.6057
MS,Magnolia Combined Cycle Plant,55451,2021,0.487387384,34.8358,-89.2017
MS,Moselle Generation Complex,2070,2021,0.189656836,31.5289,-89.2992
MS,Red Hills Generation Facility,55076,2021,0.89213818,33.3761,-89.2183
MS,Silver Creek Generating Plant,7988,2021,0.017693881,31.6004,-89.9468
MS,Southaven Combined Cycle Plant,55269,2021,0.423142438,34.9939,-90.039
MS,Sweatt Electric Generating Plant,2048,2021,0,32.2925,-88.7461
MS,Sylvarena Generating Plant,7989,2021,0.018513892,31.9842,-89.4131
MS,Watson Electric Generating Plant,2049,2021,0.146176395,30.4408,-89.0265
MT,Colstrip,6076,2021,2.828957258,45.8831,-106.614
MT,Culbertson Station,56606,2021,0,48.2104,-104.3919
MT,Dave Gates Generating Station,56908,2021,0.031875,46.1066,-112.8755
MT,Glendive Generating Station,2176,2021,0.001102737,47.0539,-104.74
MT,Hardin Generating Station,55749,2021,0.109074968,45.7578,-107.6
MT,Lewis & Clark,6089,2021,0.087422974,47.6788,-104.1569
NC,Asheville,2706,2021,0.401576911,35.4714,-82.5431
NC,Belews Creek,8042,2021,1.975368294,36.2811,-80.0603
NC,Blewett,2707,2021,0,34.9815,-79.8771
NC,Buck,2720,2021,0.428154275,35.7133,-80.3767
NC,Butler-Warner Generation Plant,1016,2021,0,35.0986,-78.8294
NC,CPI USA North Carolina Roxboro,10379,2021,0,36.435,-78.9619
NC,CPI USA North Carolina Southport,10378,2021,0,33.9444,-78.0125
NC,Cleveland County Generating Facility,57029,2021,0.021973545,35.1706,-81.4161
NC,Cliffside,2721,2021,0.926501072,35.22,-81.7594
NC,Craven County Wood Energy,10525,2021,0.092688715,35.1285,-77.17
NC,Dan River,2723,2021,0.410969296,36.4862,-79.7208
NC,G G Allen,2718,2021,0,35.1897,-81.0122
NC,H F Lee Steam Electric Plant,2709,2021,0.422551304,35.3775,-78.0875
NC,Kings Mountain Energy Center,59325,2021,0.22330182,35.1986,-81.3604
NC,L V Sutton,2713,2021,0.43581683,34.2824,-77.9864
NC,Lincoln Combustion Turbine,7277,2021,0.040158387,35.4317,-81.0347
NC,Marshall,2727,2021,1.343219004,35.5975,-80.9658
NC,Mayo,6250,2021,0.590209786,36.5278,-78.8917
NC,NC Renewable Power - Lumberton LLC,10382,2021,0,34.59,-78.9968
NC,NCEMC Anson Plant,56249,2021,0.01140227,34.9708,-79.9208
NC,NCEMC Hamlet Plant,56292,2021,0.004838862,34.8422,-79.7367
NC,Plant Rowan County,7826,2021,0.348380382,35.7325,-80.6019
NC,Richmond County Plant,7805,2021,0.872110678,34.8422,-79.7444
NC,Rockingham County Combustion Turbine,55116,2021,0.039727189,36.3297,-79.8297
NC,Rosemary Power Station,50555,2021,0.004653253,36.4525,-77.6594
NC,Roxboro,2712,2021,1.600007128,36.4833,-79.0731
NC,W H Weatherspoon,2716,2021,0.000621331,34.5889,-78.975
ND,Antelope Valley,6469,2021,1.583674482,47.3714,-101.8344
ND,Coal Creek,6030,2021,2.373117412,47.3761,-101.1567
ND,Coyote,8222,2021,0.697832941,47.2217,-101.8139
ND,Leland Olds,2817,2021,0.955301719,47.2819,-101.3194
ND,Lonesome Creek Station,57943,2021,0.087847344,47.7966,-103.5783
ND,Milton R Young,2823,2021,1.242705207,47.0664,-101.2139
ND,Pioneer Generating Station,57881,2021,0.041400006,48.2325,-103.9528
ND,R M Heskett,2790,2021,0.144349076,46.8669,-100.8839
ND,Spiritwood Station,56786,2021,0.078684963,46.925,-98.5
NE,Beatrice,8000,2021,0.061046065,40.3286,-96.8067
NE,C W Burdick,2241,2021,0.002227257,40.9228,-98.3269
NE,Canaday,2226,2021,0.002294724,40.6941,-99.7005
NE,Cass County Station,55972,2021,0.031655625,40.9472,-95.9667
NE,Gerald Gentleman Station,6077,2021,1.482679623,41.0808,-101.1408
NE,Gerald Whelan Energy Center,60,2021,0.323710094,40.5806,-98.3106
NE,Hallam Peaking,2265,2021,0,40.5587,-96.7862
NE,Hebron Peaking,2266,2021,0,40.1879,-97.5779
NE,J Street,2250,2021,0,40.8078,-96.7107
NE,Jones Street,2290,2021,0,41.2517,-95.9235
NE,Lon D Wright Power Plant,2240,2021,0.117653552,41.4275,-96.4619
NE,McCook Peaking,2271,2021,0,40.2209,-100.6511
NE,Nebraska City Station,6096,2021,1.499122172,40.6215,-95.7765
NE,North Omaha Station,2291,2021,0.345286892,41.3297,-95.9458
NE,Platte,59,2021,0.133253819,40.8538,-98.3481
NE,Rokeby,6373,2021,0.008872637,40.7316,-96.7364
NE,Sarpy County Station,2292,2021,0.010519049,41.1706,-95.9692
NE,Sheldon,2277,2021,0.182439723,40.5589,-96.7842
NE,Terry Bundy Generating Station,7887,2021,0.022414546,40.9108,-96.6147
NH,Burgess BioPower,58054,2021,0.215744617,44.4719,-71.1753
NH,Granite Ridge Energy,55170,2021,0.229611961,42.9043,-71.4251
NH,Merrimack,2364,2021,0.212567901,43.1411,-71.4692
NH,Newington,8002,2021,0.008395591,43.0974,-70.7834
NH,Newington Energy,55661,2021,0.058680821,43.1047,-70.8044
NH,Schiller,2367,2021,0,43.0978,-70.7842
NJ,Bayonne Energy Center,56964,2021,0.048189118,40.6529,-74.0916
NJ,Bergen Generating Station,2398,2021,0.173428497,40.8375,-74.0244
NJ,Burlington Generating Station,2399,2021,0.000421131,40.0753,-74.8781
NJ,"Camden Plant Holding, LLC",10751,2021,0.001634658,39.9175,-75.1192
NJ,Carlls Corner Energy Center,2379,2021,0.000304451,39.4547,-75.2011
NJ,Carneys Point,10566,2021,0.216777195,39.6928,-75.4867
NJ,Clayville,58235,2021,0.001956012,39.4245,-75.0201
NJ,Cumberland Energy Center,5083,2021,0.005039275,39.3757,-74.9654
NJ,"E F Kenilworth, Inc.",10805,2021,0,40.6781,-74.2744
NJ,"EFS Parlin Holdings, LLC",50799,2021,0,40.4586,-74.3327
NJ,Eagle Point Power Generation,50561,2021,0.002167323,39.8746,-75.1592
NJ,Elmwood Park Power - LLC,50852,2021,0,40.9056,-74.1308
NJ,Essex,2401,2021,0.000197664,40.7375,-74.1211
NJ,Forked River Power,7138,2021,0,39.8154,-74.2098
NJ,Gilbert Generating Station,2393,2021,0.000710622,40.5661,-75.165
NJ,Howard M Down,2434,2021,0.002038816,39.4889,-75.0347
NJ,Kearny Generating Station,2404,2021,0.025162289,40.7375,-74.1
NJ,Lakewood,54640,2021,0.002193923,40.0613,-74.1686
NJ,Linden Cogeneration Facility,50006,2021,0.733684475,40.6322,-74.2156
NJ,Linden Generating Station,2406,2021,0.220989665,40.6225,-74.2097
NJ,Logan Generating Plant,10043,2021,0.161528242,39.7914,-75.4081
NJ,Mickleton Energy Center,8008,2021,0,39.8139,-75.2508
NJ,Newark Bay Cogen,50385,2021,0.002442995,40.7197,-74.13
NJ,Newark Energy Center,58079,2021,0.346391554,40.7082,-74.1284
NJ,North Jersey Energy Associates,10308,2021,0.008182787,40.439,-74.3444
NJ,Ocean Peaking Power,55938,2021,0.001863237,40.0606,-74.1672
NJ,Pedricktown Cogeneration Plant,10099,2021,0.001547883,39.7661,-75.4242
NJ,"Red Oak Power, LLC",55239,2021,0.020995698,40.4481,-74.3497
NJ,Salem Generating Station,2410,2021,0,39.4625,-75.5333
NJ,Sayreville,2390,2021,0,40.4753,-74.3552
NJ,Sewaren Generating Station,2411,2021,0.300105667,40.5564,-74.2461
NJ,Sherman Avenue,7288,2021,0,39.451,-75.0578
NJ,West Deptford Energy Station,56963,2021,0.008884033,39.8418,-75.2214
NJ,West Station,6776,2021,4.30006E-05,39.4903,-75.0486
NJ,Woodbridge Energy Center,57839,2021,0.155169747,40.515,-74.3192
NM,Afton Generating Station,55210,2021,0.041115268,32.1134,-106.848
NM,Bluffview Power Plant,55977,2021,0.048176026,36.7164,-108.2153
NM,Cunningham,2454,2021,0.112777735,32.7131,-103.3533
NM,Four Corners Steam Elec Station,2442,2021,1.715949401,36.69,-108.4814
NM,Hobbs Generating Station,56458,2021,0.423235462,32.7282,-103.3095
NM,La Luz Energy Center,58284,2021,0.001666987,34.6178,-106.817
NM,Lordsburg Generating Station,7967,2021,0.001416284,32.3494,-108.6975
NM,Luna Energy Facility,55343,2021,0.282849568,32.2983,-107.78
NM,Maddox,2446,2021,0.04722362,32.7131,-103.31
NM,Pyramid Generating Station,7975,2021,0.007402424,32.2363,-108.5494
NM,Reeves Generating Station,2450,2021,0.004283647,35.1716,-106.6019
NM,Rio Bravo Generating Station,55039,2021,0.006151733,35.026,-106.644
NM,Rio Grande,2444,2021,0.093597933,31.8047,-106.5472
NM,San Juan,2451,2021,1.391000636,36.8006,-108.4386
NM,Valencia Power Plant,55802,2021,0.005817568,34.6063,-106.732
NV,Apex Generating Station,55514,2021,0.300800309,36.4178,-114.9622
NV,Chuck Lenzie Generating Station,55322,2021,0.659058361,36.3853,-114.9228
