State, Facility Name, Facility ID (ORISPL), Year, Gross Load (MW-h), CO2 (short tons), Heat Input (MMBtu), Facility Latitude, Facility Longitude,CO2 (Mt)
MN,Black Dog,1904,2020,1600957.83,789309.695,13281633.48,44.8108,-93.2501,0.716049916
MN,Blue Lake Generating Plant,8027,2020,158811.33,108389.081,1827951.462,44.7855,-93.4315,0.098328948
MN,Boswell Energy Center,1893,2020,4629083.33,5023355.594,47968429.25,47.2603,-93.6531,4.557112845
MN,Cambridge Station,2038,2020,20387.16,14531.883,249919.232,45.601,-93.2081,0.013183106
MN,Cannon Falls Energy Center,56241,2020,222572.87,153397.7,2599902.5,44.5364,-92.9147,0.139160092
MN,Cascade Creek,6058,2020,10298.03,6756.715,177946.086,44.0322,-92.4908,0.00612959
MN,Cottage Grove Cogeneration,55010,2020,710294.01,331309.643,5574905.349,44.7956,-92.9119,0.300559138
MN,Elk River,2039,2020,12809.84,10135.659,169779.476,45.2958,-93.5542,0.009194918
MN,Faribault Energy Park,56164,2020,712522.87,305444.77,5139678.28,44.3353,-93.2894,0.277094914
MN,Hibbard Energy Center,1897,2020,,200688.572,1930080.728,46.7356,-92.1531,0.182061662
MN,High Bridge,1912,2020,2745019.6,1206982.576,20309789.16,44.9331,-93.1075,1.094956488
MN,Hoot Lake,1943,2020,213124.5,262407.725,2501980.075,46.29,-96.0428,0.238052352
MN,Hutchinson - Plant 2,6358,2020,10154.29,6094.738,102559.543,44.8889,-94.35,0.005529055
MN,Inver Hills,1913,2020,15256.95,,191620.9,44.781,-93.042,0
MN,Lakefield Junction Generating,7925,2020,40673.34,32961.788,552603.137,43.7984,-94.8415,0.02990244
MN,Laskin Energy Center,1891,2020,16249.4,13757.691,231467.104,47.5306,-92.1619,0.012480771
MN,Mankato Energy Center,56104,2020,2892702.91,1242560.548,20908426.91,44.1965,-94.0099,1.127232291
MN,Maple Lake Station,2042,2020,319.5,,5409.8,45.229,-94.0097,0
MN,Minnesota River Station,7844,2020,718.13,251.873,4237.891,44.795,-93.5808,0.000228495
MN,New Ulm,2001,2020,395.46,,5323.5,44.3159,-94.4578,0
MN,Northshore Mining Silver Bay Power,10849,2020,,,,47.286,-91.26,0
MN,Pleasant Valley Station,7843,2020,29690.8,21964.841,369594.822,43.7997,-92.6819,0.019926174
MN,Riverside (1927),1927,2020,2219373.3,931222.803,15669622.19,45.0203,-93.2753,0.844791359
MN,Rock Lake Station,6741,2020,326.48,,5185.8,45.819,-92.9702,0
MN,Sherburne County,6090,2020,9614268.26,10148791.52,96765805.27,45.3792,-93.8958,9.206831436
MN,Solway Plant,7947,2020,52476.44,31105.411,523406.292,47.5444,-95.1297,0.028218362
MN,St. Bonifacius Station,6824,2020,270.41,,10283.8,44.905,-93.821,0
MN,Taconite Harbor Energy Center,10075,2020,,,,47.5314,-90.9111,0
MO,Asbury,2076,2020,,,,37.3596,-94.5913,0
MO,Audrain Power Plant,55234,2020,22621.61,16357.398,275232.128,39.3092,-91.5369,0.014839186
MO,Blue Valley,2132,2020,1948.49,1365.626,22981.032,39.0919,-94.3261,0.001238875
MO,Chillicothe,2122,2020,869,,14029.1,39.784,-93.562,0
MO,Columbia,2123,2020,,18156.461,305484.413,38.9658,-92.3175,0.016471269
MO,Columbia Energy Center (MO),55447,2020,15174.74,10257.376,172594.048,39.0183,-92.2633,0.009305338
MO,Dogwood Energy Facility,55178,2020,2196459.56,956276.316,16091225.23,38.7931,-94.3006,0.86751953
MO,Empire District Elec Co Energy Ctr,6223,2020,241347.52,197016.755,3304106.258,37.1385,-94.1041,0.178730645
MO,Essex Power Plant,7749,2020,89790.46,63140.718,1062467.131,36.8678,-89.8397,0.057280312
MO,Fairgrounds,2082,2020,534.55,,11440.4,38.5935,-92.2203,0
MO,Greenwood Energy Center,6074,2020,16983.39,,396077.3,38.8615,-94.2982,0
MO,Hawthorn,2079,2020,2373533.24,2263843.506,22713664.04,39.1306,-94.4778,2.053724871
MO,Higginsville Municipal Power Plant,2131,2020,5318.17,,79798.4,39.0721,-93.721,0
MO,Holden Power Plant,7848,2020,223283.58,164764.537,2771409.671,38.7538,-93.9983,0.149471916
MO,Iatan,6065,2020,7570434.52,6890941.699,65703095.58,39.4472,-94.98,6.251358945
MO,James River,2161,2020,122920.88,99450.829,1660484.109,37.1086,-93.2592,0.0902203
MO,John Twitty Energy Center,6195,2020,1819765.48,1796233.656,17677672.7,37.1519,-93.3892,1.629516229
MO,Labadie,2103,2020,17357180.79,17182089.67,163826168.9,38.5583,-90.8361,15.58733402
MO,Lake Road,2098,2020,8500.46,3032.157,239378.293,39.7246,-94.8773,0.002750727
MO,McCartney Generating Station,7903,2020,39913.18,28137.892,473450.383,37.2479,-93.1709,0.025526274
MO,Meramec,2104,2020,134821.2,146223.355,1549132.857,38.4017,-90.3358,0.132651634
MO,Mexico,6650,2020,391.53,,8883.2,39.1481,-91.8306,0
MO,Moberly,6651,2020,340.85,,9177.4,39.4244,-92.4837,0
MO,Moreau,6652,2020,633.09,,12866.2,38.5553,-92.102,0
MO,New Madrid Power Plant,2167,2020,6522932.18,6197073.61,59087591.28,36.5147,-89.5617,5.621892223
MO,Nodaway Power Plant,7754,2020,8579.94,6503.964,109423.925,40.2877,-94.7913,0.005900299
MO,Northeast Generating Station,2081,2020,8122.1,,187783.2,39.1231,-94.5605,0
MO,Peno Creek Energy Center,7964,2020,23270.49,15618.433,262795.681,39.3531,-91.2295,0.014168808
MO,Ralph Green Station,2092,2020,10455.31,,226676.018,38.7865,-94.2768,0
MO,Rush Island,6155,2020,7864247.42,7518268.246,71684445.99,38.1306,-90.2625,6.820460179
MO,Sikeston,6768,2020,1782953.33,1770392.745,16880136.51,36.8791,-89.6209,1.606073742
MO,Sioux,2107,2020,3013740.57,3165411.165,30181257.81,38.9158,-90.2917,2.871613528
MO,South Harper Peaking Facility,56151,2020,57627.32,43605.663,733745.181,38.6803,-94.4824,0.039558403
MO,St. Francis Power Plant,7604,2020,981069.65,429682.715,7230221.97,36.5852,-90.1779,0.389801714
MO,State Line (MO),7296,2020,2957370.73,1160668.171,19529633.91,37.0659,-94.614,1.052940755
MO,Thomas Hill Energy Center,2168,2020,7264493.32,7377929.471,70350121.87,39.5531,-92.6392,6.693146947
MS,Ackerman Combined Cycle Plant,55694,2020,3034057.71,1304939.435,21958130.61,33.3806,-89.2039,1.183821481
MS,Attala Generating Plant,55220,2020,1990901.18,828680.025,13944152.14,33.0142,-89.6758,0.751766088
MS,Batesville Generation Facility,55063,2020,3957703.29,1844228.465,31032589.75,34.3345,-89.9272,1.6730564
MS,Baxter Wilson,2050,2020,1576363.1,923362.417,15533548.14,32.2831,-90.9306,0.837660534
MS,Caledonia,55197,2020,4603823.03,1865796.315,31395597.48,33.6464,-88.2717,1.69262243
MS,Chevron Cogenerating Station,2047,2020,600070.57,402605.776,6774642.308,30.34,-88.492,0.365237921
MS,Choctaw County Gen,55706,2020,3509000.04,2219356.867,37344958.97,33.2881,-89.4201,2.013367259
MS,Crossroads Energy Center (CPU),55395,2020,118893.87,93726.843,1577082.507,34.183,-90.5621,0.085027586
MS,Daniel Electric Generating Plant,6073,2020,11269129.9,6399159.56,86375917.65,30.5335,-88.5574,5.805221565
MS,David M Ratcliffe,57037,2020,4608744.25,1881009.101,31651622.68,32.6538,-88.7574,1.706423241
MS,Gerald Andrus,8054,2020,1037629.48,684678.854,11519664.6,33.3503,-91.1181,0.621130386
MS,Hinds Energy Facility,55218,2020,3085299.76,1246659.052,20977381.99,32.3781,-90.2169,1.130950392
MS,Kemper County,7960,2020,230882.28,169112.43,2844636.671,32.7976,-88.6057,0.15341626
MS,Magnolia Combined Cycle Plant,55451,2020,5366349.96,2365371.562,39801866.9,34.8358,-89.2017,2.1458296
MS,Moselle Generation Complex,2070,2020,1877385.91,942495.124,15859938.67,31.5289,-89.2992,0.855017439
MS,Red Hills Generation Facility,55076,2020,,2833916.825,26058794,33.3761,-89.2183,2.570886835
MS,Silver Creek Generating Plant,7988,2020,45146.46,34213.527,575687.413,31.6004,-89.9468,0.031037998
MS,Southaven Combined Cycle Plant,55269,2020,4814147.48,1929843.826,32473408.66,34.9939,-90.039,1.750725371
MS,Sweatt Electric Generating Plant,2048,2020,7186,,162391.4,32.2925,-88.7461,0
MS,Sylvarena Generating Plant,7989,2020,222632.45,128997.608,2170681.193,31.9842,-89.4131,0.117024695
MS,Watson Electric Generating Plant,2049,2020,2391411.69,1416769.574,23890945.72,30.4408,-89.0265,1.285272106
MT,Colstrip,6076,2020,8882626.89,9121047.328,86999147.5,45.8831,-106.614,8.27447732
MT,Culbertson Station,56606,2020,50351.52,28455.947,478814.661,48.2104,-104.3919,0.025814808
MT,Dave Gates Generating Station,56908,2020,183462.16,139263.304,2343425.061,46.1066,-112.8755,0.12633758
MT,Glendive Generating Station,2176,2020,765.09,663.716,10167.688,47.0539,-104.74,0.000602113
MT,Hardin Generating Station,55749,2020,61837.5,79515.822,764993.942,45.7578,-107.6,0.072135561
MT,Lewis & Clark,6089,2020,256869.46,345979.82,3179862.54,47.6788,-104.1569,0.313867703
NC,Asheville,2706,2020,3049338.29,1319492.146,22039315.64,35.4714,-82.5431,1.197023482
NC,Belews Creek,8042,2020,5750257.14,4846203.945,51475866.16,36.2811,-80.0603,4.396403526
NC,Blewett,2707,2020,0,742.5,9175,34.9815,-79.8771,0.000673585
NC,Buck,2720,2020,3978252.95,1607803.927,27054524.12,35.7133,-80.3767,1.458575606
NC,Butler-Warner Generation Plant,1016,2020,2772,,45482.2,35.0986,-78.8294,0
NC,CPI USA North Carolina Roxboro,10379,2020,,,4621544.409,36.435,-78.9619,0
NC,CPI USA North Carolina Southport,10378,2020,,,7249746.892,33.9444,-78.0125,0
NC,Cleveland County Generating Facility,57029,2020,583263.04,356843.63,5999753.653,35.1706,-81.4161,0.323723188
NC,Cliffside,2721,2020,5787977.77,4597599.933,50317830.19,35.22,-81.7594,4.170873695
NC,Craven County Wood Energy,10525,2020,252116.12,338421.607,3245795.896,35.1285,-77.17,0.307011006
NC,Dan River,2723,2020,4599072.51,1909590.869,32132747.48,36.4862,-79.7208,1.732352192
NC,G G Allen,2718,2020,636799.03,585379.488,5705477.373,35.1897,-81.0122,0.531047491
NC,H F Lee Steam Electric Plant,2709,2020,5957408.04,2538489.456,42690544.99,35.3775,-78.0875,2.302879557
NC,Kings Mountain Energy Center,59325,2020,2924659.94,1175782.836,19784814.13,35.1986,-81.3604,1.066652552
NC,L V Sutton,2713,2020,4154897.04,1725646.213,29036887.88,34.2824,-77.9864,1.56548036
NC,Lincoln Combustion Turbine,7277,2020,55757.65,38165.512,640754.129,35.4317,-81.0347,0.03462318
NC,Marshall,2727,2020,6543667.53,6104876.479,59710933.34,35.5975,-80.9658,5.538252369
NC,Mayo,6250,2020,,889232.329,8674643.454,36.5278,-78.8917,0.80669823
NC,NC Renewable Power - Lumberton LLC,10382,2020,,206944.071,1983957.14,34.59,-78.9968,0.187736557
NC,NCEMC Anson Plant,56249,2020,92889.86,54794.704,919487.999,34.9708,-79.9208,0.049708934
NC,NCEMC Hamlet Plant,56292,2020,63705.04,37283.786,627355.496,34.8422,-79.7367,0.033823291
NC,Plant Rowan County,7826,2020,3009767.66,1882801.645,31680685.36,35.7325,-80.6019,1.70804941
NC,Richmond County Plant,7805,2020,7672563.65,3883258.789,65330394.15,34.8422,-79.7444,3.522834124
NC,Rockingham County Combustion Turbine,55116,2020,649117.28,408581.996,6862918.011,36.3297,-79.8297,0.370659458
NC,Rosemary Power Station,50555,2020,2786.8,3104.87,38362.613,36.4525,-77.6594,0.002816691
NC,Roxboro,2712,2020,2309432.82,5681613.894,55418825.5,36.4833,-79.0731,5.1542749
NC,University of NC Chapel Hill,54276,2020,,,864276.108,35.9069,-79.0617,0
NC,W H Weatherspoon,2716,2020,0,1819.2,22462.3,34.5889,-78.975,0.001650351
ND,Antelope Valley,6469,2020,6073643.35,6876033.321,63158217.58,47.3714,-101.8344,6.237834288
ND,Coal Creek,6030,2020,8840557.33,9543316.525,87657916.15,47.3761,-101.1567,8.657553602
ND,Coyote,8222,2020,2538940.84,2909520.876,26724753.02,47.2217,-101.8139,2.639473696
ND,Leland Olds,2817,2020,3385988.04,3784483.071,34761578.76,47.2819,-101.3194,3.433226275
ND,Lonesome Creek Station,57943,2020,792048.75,470934.657,7924271.921,47.7966,-103.5783,0.427224857
ND,Milton R Young,2823,2020,5172184.68,5579430.04,51248532.51,47.0664,-101.2139,5.061575241
ND,Pioneer Generating Station,57881,2020,177720.52,113490.988,1909698.654,48.2325,-103.9528,0.102957322
ND,R M Heskett,2790,2020,459513.65,561996.822,5172104.727,46.8669,-100.8839,0.509835087
ND,Spiritwood Station,56786,2020,,315958.741,4432693.647,46.925,-98.5,0.28663303
NE,Beatrice,8000,2020,728088.21,378725.002,6372835.377,40.3286,-96.8067,0.343573641
NE,C W Burdick,2241,2020,2691.48,2519.218,42228.686,40.9228,-98.3269,0.002285397
NE,Canaday,2226,2020,969.28,782.6,13273.6,40.6941,-99.7005,0.000709963
NE,Cass County Station,55972,2020,154909.61,104314.975,1755292.227,40.9472,-95.9667,0.094632981
NE,Gerald Gentleman Station,6077,2020,7411841,7304937.575,69650462.93,41.0808,-101.1408,6.626929794
NE,Gerald Whelan Energy Center,60,2020,1163021.85,1225316.813,11683032.74,40.5806,-98.3106,1.111589033
NE,Hallam Peaking,2265,2020,1070.3,,15646.1,40.5587,-96.7862,0
NE,Hebron Peaking,2266,2020,986.9,,14931.3,40.1879,-97.5779,0
NE,J Street,2250,2020,450.01,,24134,40.8078,-96.7107,0
NE,Jones Street,2290,2020,2042.27,,77927.5,41.2517,-95.9235,0
NE,Lon D Wright Power Plant,2240,2020,327097.28,340384.907,3305806.129,41.4275,-96.4619,0.308792082
NE,McCook Peaking,2271,2020,602.22,,9486.9,40.2209,-100.6511,0
NE,Nebraska City Station,6096,2020,8316439.92,8770945.502,83716848.54,40.6215,-95.7765,7.956870195
NE,North Omaha Station,2291,2020,1947105.11,2105599.714,20227757.29,41.3297,-95.9458,1.910168477
NE,Platte,59,2020,409889.63,507889.874,4842587.007,40.8538,-98.3481,0.460750075
NE,Rokeby,6373,2020,19573.36,11006.917,309693.373,40.7316,-96.7364,0.00998531
NE,Sarpy County Station,2292,2020,68470.8,37761.871,896091.312,41.1706,-95.9692,0.034257003
NE,Sheldon,2277,2020,562485.25,606873.678,5786358.566,40.5589,-96.7842,0.550546698
NE,Terry Bundy Generating Station,7887,2020,157488.41,96150.778,1617826.487,40.9108,-96.6147,0.087226544
NH,Burgess BioPower,58054,2020,579759.09,853897.5,8189072.653,44.4719,-71.1753,0.774643004
NH,Granite Ridge Energy,55170,2020,2110805.01,1341025.934,22565329.08,42.9043,-71.4251,1.216558612
NH,Merrimack,2364,2020,142697.92,144674.354,1410092.93,43.1411,-71.4692,0.131246404
NH,Newington,8002,2020,17875.79,15086.256,244344.516,43.0974,-70.7834,0.013686025
NH,Newington Energy,55661,2020,485273.74,214199.966,3536235.507,43.1047,-70.8044,0.194318996
NH,Schiller,2367,2020,26055.85,50943.944,502021.001,43.0978,-70.7842,0.046215582
NJ,Bayonne Energy Center,56964,2020,352872.54,206381.972,3472497.242,40.6529,-74.0916,0.187226629
NJ,Bergen Generating Station,2398,2020,1117960.27,787560.252,13251579.66,40.8375,-74.0244,0.714462847
NJ,Burlington Generating Station,2399,2020,14252.25,8252.529,138673.787,40.0753,-74.8781,0.007486571
NJ,"Camden Plant Holding, LLC",10751,2020,114606.15,63797.797,1073546.751,39.9175,-75.1192,0.057876404
NJ,Carlls Corner Energy Center,2379,2020,8936,14599,235613.9,39.4547,-75.2011,0.013243994
NJ,Carneys Point,10566,2020,,861741.167,8400665.128,39.6928,-75.4867,0.781758661
NJ,Clayville,58235,2020,54079.52,31180.227,524669.779,39.4245,-75.0201,0.028286234
NJ,Cumberland Energy Center,5083,2020,69427.35,37631.501,621558.308,39.3757,-74.9654,0.034138733
NJ,"E F Kenilworth, Inc.",10805,2020,134077.5,,1568817.925,40.6781,-74.2744,0
NJ,"EFS Parlin Holdings, LLC",50799,2020,6529.48,3886.51,65399.015,40.4586,-74.3327,0.003525784
NJ,Eagle Point Power Generation,50561,2020,542630.15,263724.553,4437364.26,39.8746,-75.1592,0.239246959
NJ,Elmwood Park Power - LLC,50852,2020,1131.79,719.89,12117.073,40.9056,-74.1308,0.000653073
NJ,Essex,2401,2020,1007.11,910.647,15184.006,40.7375,-74.1211,0.000826125
NJ,Forked River Power,7138,2020,5917.49,4549.9,77111.5,39.8154,-74.2098,0.004127601
NJ,Gilbert Generating Station,2393,2020,19282.84,14768.308,235758.728,40.5661,-75.165,0.013397587
NJ,Howard M Down,2434,2020,67313.33,38415.63,646348.793,39.4889,-75.0347,0.034850083
NJ,Kearny Generating Station,2404,2020,104065.82,67885.522,1141909.924,40.7375,-74.1,0.061584727
NJ,Lakewood,54640,2020,160372.04,115518.244,1943860.847,40.0613,-74.1686,0.104796418
NJ,Linden Cogeneration Facility,50006,2020,7056748.26,2908231.739,48924010.63,40.6322,-74.2156,2.63830421
NJ,Linden Generating Station,2406,2020,3368592.26,1465896.209,24664883.54,40.6225,-74.2097,1.329839052
NJ,Logan Generating Plant,10043,2020,,612697.089,5979731.836,39.7914,-75.4081,0.555829609
NJ,Mickleton Energy Center,8008,2020,,,,39.8139,-75.2508,0
NJ,Newark Bay Cogen,50385,2020,58143.87,31281.952,526378.487,40.7197,-74.13,0.028378518
NJ,Newark Energy Center,58079,2020,4344689.26,1703477.068,28664342.96,40.7082,-74.1284,1.545368844
NJ,North Jersey Energy Associates,10308,2020,346807.9,173577.202,2920807.696,40.439,-74.3444,0.157466634
NJ,Ocean Peaking Power,55938,2020,229885.38,142135.22,2391677.388,40.0606,-74.1672,0.12894294
NJ,Pedricktown Cogeneration Plant,10099,2020,63583.76,32001.772,538471.775,39.7661,-75.4242,0.029031528
NJ,"Red Oak Power, LLC",55239,2020,1868128.69,1190652.614,20034977.42,40.4481,-74.3497,1.080142192
NJ,Salem Generating Station,2410,2020,13,31,383.1,39.4625,-75.5333,2.81227E-05
NJ,Sayreville,2390,2020,1031.69,1558.1,21190.8,40.4753,-74.3552,0.001413485
NJ,Sewaren Generating Station,2411,2020,3786335.13,1485966.328,24978556.54,40.5564,-74.2461,1.348046363
NJ,Sherman Avenue,7288,2020,16770.48,12892.044,216920.721,39.451,-75.0578,0.011695469
NJ,West Deptford Energy Station,56963,2020,2267486.13,975894.662,16421356.09,39.8418,-75.2214,0.885316999
