State, Facility Name, Facility ID (ORISPL), Year, CO2 (short tons), Facility Latitude, Facility Longitude
NY,Bethpage Energy Center,50292,2021,138672.025,40.7469,-73.4994
NY,"Black River Generation, LLC",10464,2021,148097.599,44.0361,-75.7712
NY,Bowline Generating Station,2625,2021,149816.938,41.2044,-73.9689
NY,Brentwood,7912,2021,8133.276,40.787,-73.2933
NY,Brooklyn Navy Yard Cogeneration,54914,2021,322376.744,40.6994,-73.9758
NY,Caithness Long Island Energy Center,56234,2021,275919.152,40.8142,-72.9403
NY,Carr Street Generating Station,50978,2021,13519.928,43.0611,-76.0819
NY,Carthage Energy,10620,2021,164.338,43.9842,-75.6225
NY,"Castleton Power, LLC",10190,2021,30428.387,42.5375,-73.7433
NY,"Cayuga Operating Company, LLC",2535,2021,,42.6028,-76.6336
NY,Covanta Niagara,50472,2021,1778.4,43.0839,-79.0056
NY,Cricket Valley Energy Center,57185,2021,171440.716,41.6762,-73.5806
NY,Danskammer Generating Station,2480,2021,798.947,41.573,-73.9646
NY,E F Barrett,2511,2021,228169.401,40.6169,-73.6486
NY,East Hampton Facility,2512,2021,654.924,40.9619,-72.2095
NY,East River,2493,2021,644899.55,40.7281,-73.9742
NY,Edgewood Energy,55786,2021,9609.143,40.7861,-73.2931
NY,"Empire Generating Co, LLC",56259,2021,393040.295,42.6296,-73.749
NY,Equus  Power I,56032,2021,11643.935,40.6447,-73.5683
NY,Fortistar North Tonawanda Inc,54131,2021,103.118,43.0483,-78.8539
NY,Freeport Power Plant No. 2,2679,2021,5674.7,40.6447,-73.5683
NY,Glenwood,2514,2021,396.5,40.8269,-73.6479
NY,Glenwood Landing Energy Center,7869,2021,15151.45,40.8275,-73.6478
NY,Gowanus Generating Station,2494,2021,1390.5,40.6635,-74.0051
NY,Greenidge Generation LLC,2527,2021,50648.9,42.6789,-76.9483
NY,Harlem River Yard,7914,2021,3262.849,40.7989,-73.9147
NY,"Hawkeye Energy Greenport, LLC",55969,2021,303.067,41.1056,-72.3767
NY,Hell Gate,7913,2021,3305.666,40.7988,-73.9093
NY,Hillburn,2628,2021,52.136,41.1269,-74.1653
NY,Holtsville Facility,8007,2021,10447.4,40.8153,-73.0664
NY,Hudson Avenue,2496,2021,77,40.7052,-73.9807
NY,Indeck-Corinth Energy Center,50458,2021,65860.05,43.25,-73.8125
NY,Indeck-Olean Energy Center,54076,2021,3876.975,42.0875,-78.4578
NY,Indeck-Oswego Energy Center,50450,2021,1502.95,43.4682,-76.4965
NY,Indeck-Silver Springs Energy Center,50449,2021,7855.95,42.6544,-78.0772
NY,Indeck-Yerkes Energy Center,50451,2021,791.075,42.9671,-78.9182
NY,Independence,54547,2021,364517.675,43.495,-76.4508
NY,KIAC Cogeneration,54114,2021,80048.78,40.6417,-73.7778
NY,Lockport,54041,2021,12376.296,43.1622,-78.7453
NY,Massena Energy Facility,54592,2021,277.588,44.9503,-74.8928
NY,Nassau Energy Corporation,52056,2021,52290.927,40.7259,-73.5885
NY,Nissequogue Energy Center,54149,2021,57966.642,40.9168,-73.1292
NY,North 1st,7915,2021,1535.149,40.7168,-73.9665
NY,Northport,2516,2021,790474.377,40.9231,-73.3417
NY,Oswego Harbor Power,2594,2021,15372.008,43.46,-76.53
NY,Pinelawn Power,56188,2021,606.551,40.7358,-73.3881
NY,Poletti 500 MW CC,56196,2021,242535.11,40.7881,-73.9056
NY,Port Jefferson Energy Center,2517,2021,52058.907,40.9503,-73.0786
NY,Pouch Terminal,8053,2021,2507.378,40.6188,-74.069
NY,"RED-Rochester, LLC-Eastman Business Park",10025,2021,,43.1969,-77.6289
NY,Ravenswood Generating Station,2500,2021,199293.378,40.7585,-73.9451
NY,Ravenswood Steam Plant,880100,2021,,40.76,-73.75
NY,Rensselaer Cogen,54034,2021,5762.251,42.63,-73.75
NY,Richard M Flynn (Holtsville),7314,2021,45176.437,40.8153,-73.0644
NY,Roseton Generating LLC,8006,2021,19419.496,41.5711,-73.9739
NY,S A Carlson,2682,2021,11622.375,42.0917,-79.2417
NY,"Saranac Power Partners, LP",54574,2021,14348.015,44.7132,-73.4557
NY,Selkirk Cogen Partners,10725,2021,4443.551,42.5744,-73.8592
NY,Shoemaker,2632,2021,6.462,41.4278,-74.4186
NY,Shoreham Energy,55787,2021,3561.901,40.9572,-72.8664
NY,Somerset Operating Company  (Kintigh),6082,2021,,43.3561,-78.6039
NY,Sterling Power Plant,50744,2021,,43.0803,-75.6003
NY,"Syracuse, LLC",10621,2021,491.679,43.0667,-76.2246
NY,Ticonderoga Mill,54099,2021,,43.8914,-73.3961
NY,Valley Energy Center,56940,2021,555917.006,41.413,-74.435
NY,Vernon Boulevard,7909,2021,3396.452,40.7539,-73.9506
NY,Wading River Facility,7146,2021,5012.75,40.9569,-72.8774
NY,West Babylon Facility,2521,2021,,40.6953,-73.3497
OH,AMP-Ohio Gas Turbines Bowling Green,55262,2021,,41.3989,-83.6411
OH,AMP-Ohio Gas Turbines Galion,55263,2021,,40.7167,-82.789
OH,AMP-Ohio Gas Turbines Napoleon,55264,2021,,41.4077,-84.1092
OH,Avon Lake Power Plant,2836,2021,212082.251,41.5042,-82.05
OH,Bay Shore,2878,2021,320438.492,41.6925,-83.4375
OH,Cardinal,2828,2021,3139383.999,40.2522,-80.6486
OH,Carroll County Energy,59773,2021,486992.921,40.6048,-81.0592
OH,"Clean Energy Future - Lordstown, LLC",60376,2021,722428.715,41.1489,-80.8516
OH,Darby Electric Generating Station,55247,2021,2294.9,39.7139,-83.1778
OH,Dresden Energy Facility,55350,2021,480872.2,40.0935,-82.0267
OH,"Dynegy Dicks Creek, LLC",2831,2021,,39.465,-84.3775
OH,"Dynegy Hanging Rock II, LLC",55736,2021,1066646.355,38.5731,-82.7833
OH,"Dynegy Washington II, LLC",55397,2021,539969.2,39.5798,-81.6571
OH,Eastlake,2837,2021,,41.6713,-81.4432
OH,Frank M Tait Station,2847,2021,18761.3,39.7281,-84.2103
OH,Fremont Energy Center,55701,2021,434151.164,41.3781,-83.1647
OH,Gen J M Gavin,8102,2021,4990645.994,38.9347,-82.1158
OH,Greenville Electric Gen Station,55228,2021,71571.1,40.0747,-84.6147
OH,Hamilton Municipal Power Plant,2917,2021,,39.4099,-84.5544
OH,Kyger Creek,2876,2021,1610161.739,38.9161,-82.1281
OH,Madison Generating Station,55110,2021,21418.066,39.4522,-84.465
OH,Miami Fort Power Station,2832,2021,1988831.981,39.1131,-84.8031
OH,Middletown Energy Center,59326,2021,330325.54,39.4679,-84.3531
OH,Niles,2861,2021,,41.1667,-80.75
OH,O H Hutchings,2848,2021,,39.6094,-84.2931
OH,Omega JV2 Bowling Green,7783,2021,,41.3883,-83.6406
OH,Omega JV2 Hamilton,7782,2021,,39.3528,-84.5183
OH,Oregon Clean Energy Center,59764,2021,690906.349,41.6679,-83.4437
OH,Richland Peaking Station,2880,2021,16203.784,41.3033,-84.3386
OH,Robert P Mone,7872,2021,6588.2,40.9297,-84.7392
OH,Rolling Hills Generating LLC,55401,2021,6535.269,39.0839,-82.3328
OH,Tait Electric Generating Station,55248,2021,58376.8,39.7286,-84.2106
OH,"Troy Energy, LLC",55348,2021,34244.75,41.4774,-83.4616
OH,W H Sammis,2866,2021,1576534.913,40.5308,-80.6311
OH,W H Zimmer Generating Station,6019,2021,216684.416,38.8689,-84.2286
OH,Waterford Plant,55503,2021,691930.464,39.5314,-81.7172
OH,West Lorain,2869,2021,18415.244,41.4297,-82.2633
OH,Woodsdale,7158,2021,6070.438,39.4492,-84.4611
OK,Anadarko,3006,2021,52675.707,35.0847,-98.23
OK,Charles D Lamb Energy Center,58325,2021,10256.614,36.8138,-97.1252
OK,Chouteau Power Plant,7757,2021,519983.646,36.2206,-95.2756
OK,Comanche (8059),8059,2021,43654.143,34.5431,-98.3244
OK,Frontier Generating Station,50558,2021,37092.188,35.442,-97.6477
OK,Grand River Dam Authority,165,2021,461052.958,36.1906,-95.2889
OK,"Green Country Energy, LLC",55146,2021,347167.446,35.9833,-95.9346
OK,Horseshoe Lake,2951,2021,13423.697,35.5089,-97.1789
OK,Hugo,6772,2021,353532.166,34.0158,-95.3206
OK,McClain Energy Facility,55457,2021,259815.101,35.2979,-97.5896
OK,Mooreland,3008,2021,11990.925,36.4375,-99.2208
OK,Muskogee,2952,2021,728481.172,35.7617,-95.2847
OK,Mustang,2953,2021,134189.265,35.4711,-97.6733
OK,Northeastern,2963,2021,855300.701,36.4317,-95.7008
OK,Oneta Energy Center,55225,2021,379067.192,36.0119,-95.6967
OK,Ponca,762,2021,868.94,36.7205,-97.0868
OK,Redbud Power Plant,55463,2021,506777.324,35.6853,-97.2242
OK,River Valley,10671,2021,143457.535,35.1931,-94.6458
OK,Riverside (4940),4940,2021,15309.38,35.9978,-95.9567
OK,Seminole (2956),2956,2021,138519.871,34.9678,-96.7242
OK,Sooner,6095,2021,892580.796,36.4537,-97.0527
OK,Southwestern,2964,2021,90586.314,35.1009,-98.3524
OK,Spring Creek Power Plant,55651,2021,4663.429,35.7422,-97.655
OK,Tenaska Kiamichi Generating Station,55501,2021,515789.628,34.6831,-95.9349
OK,Tulsa,2965,2021,44031.69,36.1125,-95.9917
OR,Boardman,6106,2021,,45.6933,-119.8056
OR,Carty Generating Station,58503,2021,362397.125,45.699,-119.8131
OR,Coyote Springs,7350,2021,337765.579,45.8486,-119.6744
OR,Hermiston,54761,2021,257195.438,45.8042,-119.37
OR,Hermiston Power Plant,55328,2021,483413.904,45.7934,-119.313
OR,Klamath Cogeneration Project,55103,2021,355123.37,42.174,-121.8112
OR,Klamath Generation Peakers,55544,2021,3204.495,42.1727,-121.8144
OR,Port Westward,56227,2021,335610.066,46.1792,-123.1717
PA,AdvanSix Resins & Chemicals LLC,880007,2021,,40.0067,-75.0686
PA,"Armstrong Power, LLC",55347,2021,60178.239,40.6383,-79.3503
PA,Bethlehem Power Plant,55690,2021,186837.649,40.6175,-75.3147
PA,Birdsboro Power,61035,2021,332524.939,40.2683,-75.8
PA,Bruce Mansfield,6094,2021,,40.6344,-80.42
PA,"Brunner Island, LLC",3140,2021,855805.911,40.097,-76.6962
PA,Brunot Island Power Station,3096,2021,2298.008,40.4638,-80.044
PA,"CPV Fairview, LLC",60589,2021,661129.676,40.4125,-78.8561
PA,Chambersburg Units 12 & 13,55654,2021,7350.838,39.8668,-77.6859
PA,Cheswick,8226,2021,329128.06,40.5383,-79.7906
PA,Colver Green Energy,10143,2021,235738.491,40.55,-78.8
PA,Conemaugh,3118,2021,3010005.88,40.3842,-79.0611
PA,Croydon Generating Station,8012,2021,,40.08,-74.8917
PA,"Dynegy Fayette II, LLC",55516,2021,525706.456,39.8592,-79.9182
PA,Ebensburg Power Company,10603,2021,153249.824,40.455,-78.7472
PA,Eddystone Generating Station,3161,2021,,39.858,-75.323
PA,Fairless Energy Center,55298,2021,704937.079,40.1464,-74.7406
PA,Gans Generating Facility,55377,2021,7927.305,39.7475,-79.8388
PA,Gilberton Power Company,10113,2021,243566.762,40.79,-76.1984
PA,Grays Ferry Cogen Partnership,54785,2021,183269.015,39.9417,-75.1883
PA,Hamilton Liberty Generation Plant,58420,2021,693850.7,41.7674,-76.3899
PA,Hamilton Patriot Generation Plant,58426,2021,681362.881,41.8083,-76.8392
PA,Handsome Lake Energy,55233,2021,12362.8,41.2908,-79.8061
PA,Hazleton Generation,10870,2021,17990.01,40.9282,-76.0416
PA,Helix Ironwood LLC,55337,2021,446851.704,40.3509,-76.3658
PA,Hickory Run Energy Station,61028,2021,675821.722,40.9951,-80.4301
PA,Homer City,3122,2021,1751814.384,40.511,-79.1968
PA,Hunlock Creek Energy Center,3176,2021,17567.87,41.2033,-76.0683
PA,Hunlock Unit 4,56397,2021,4450.636,41.2033,-76.0683
PA,Hunterstown Combined Cycle,55976,2021,613888.074,39.8725,-77.1672
PA,Keystone,3136,2021,2669882.088,40.6604,-79.3411
PA,Lackawanna Energy Center,60357,2021,1195196.037,41.4711,-75.5436
PA,Liberty Electric Power Plant,55231,2021,457858.191,39.8622,-75.3361
PA,"Lower Mount Bethel Energy, LLC",55667,2021,409719.688,40.8011,-75.105
PA,"Marcus Hook Energy, LP",55801,2021,420364.79,39.8083,-75.4225
PA,"Martins Creek, LLC",3148,2021,106.332,40.796,-75.107
PA,Merck & Company - West Point,52149,2021,,40.2128,-75.3022
PA,"Montour, LLC",3149,2021,225862.926,41.0714,-76.6672
PA,Mountain,3111,2021,,40.1219,-77.1761
PA,Moxie Freedom Generation Plant,59906,2021,816443.963,41.1117,-76.16
PA,Mt. Carmel Cogeneration,10343,2021,,40.8092,-76.4539
PA,New Castle,3138,2021,20220.869,40.9378,-80.3681
PA,Northampton Generating Plant,50888,2021,37106.969,40.6917,-75.4792
PA,Ontelaunee Energy Center,55193,2021,472695.302,40.4219,-75.9353
PA,PEI Power Corporation,50279,2021,,41.4844,-75.5403
PA,Panda Hummel Station,60368,2021,708681.548,40.839,-76.8255
PA,Panther Creek Energy Facility,50776,2021,,40.8556,-75.8781
PA,Philadelphia Refinery,52106,2021,,39.9058,-75.2122
PA,Pixelle Specialty Solutions,50397,2021,,39.8717,-76.8664
PA,Portland,3113,2021,446.261,40.91,-75.0789
PA,Richmond,3168,2021,,39.9853,-75.0733
PA,SPMT Marcus Hook Industrial Complex,880107,2021,,39.8076,-75.4239
PA,Scrubgrass Generating Plant,50974,2021,115877.847,41.2678,-79.8114
PA,Seward,3130,2021,887297.465,40.4081,-79.0339
PA,Shawville,3131,2021,62108.881,41.067,-78.3656
PA,Springdale Generating Station (55196),55196,2021,12088.906,40.5447,-79.7678
PA,Springdale Generating Station (55710),55710,2021,433659.834,40.5456,-79.7669
PA,St. Nicholas Cogeneration Project,54634,2021,327750.362,40.8222,-76.1736
PA,Tenaska Westmoreland Generating Station,60464,2021,795223.1,40.1764,-79.6934
PA,Tolna,3116,2021,,39.7636,-76.6345
PA,Trainer Refinery,880025,2021,,39.8228,-75.4033
PA,US Steel (Edgar Thomson),50732,2021,,40.3925,-79.8564
PA,Veolia Energy Philadelphia - Edison Sta,880006,2021,,39.949,-75.1557
PA,Veolia Energy Philadelphia - Schuylkill,50607,2021,,39.9422,-75.1875
PA,"WPS Westwood Generation, LLC",50611,2021,78507.598,40.6191,-76.45
PA,Warren,3132,2021,,41.8358,-79.19
PA,York Energy Center,55524,2021,816067.35,39.738,-76.3072
RI,Manchester Street Station,3236,2021,50269.925,41.8167,-71.4042
RI,Ocean State Power,51030,2021,36758.625,42.0099,-71.6701
RI,Ocean State Power II,54324,2021,21720.019,42.0099,-71.6701
RI,"Pawtucket Power Associates, LP",54056,2021,2424.713,41.861,-71.407
RI,Rhode Island State Energy Center,55107,2021,380097.376,41.8017,-71.5186
RI,"Tiverton Power, LLC",55048,2021,88784.621,41.6417,-71.17
SC,Broad River Energy Center,55166,2021,12302.78,35.0786,-81.575
SC,Cherokee County Cogen,55043,2021,19617.674,35.0727,-81.613
SC,Columbia Energy Center (SC),55386,2021,367071.117,33.8692,-81.0183
SC,Cope Station,7210,2021,282773.203,33.3642,-81.03
SC,Cross,130,2021,1983908.825,33.3692,-80.1119
SC,Darlington County,3250,2021,932.111,34.4185,-80.1657
SC,Hagood,3285,2021,1671,32.8265,-79.9634
SC,Hilton Head Gas Turbine Site,3318,2021,,32.2089,-80.6994
SC,Jasper County Generating Facility,55927,2021,442654.387,32.3592,-81.1236
SC,John S. Rainey Generating Station,7834,2021,466711.838,34.3477,-82.776
SC,McMeekin,3287,2021,48579.5,34.0533,-81.2178
SC,Mill Creek Combustion Turbine Station,7981,2021,7472.405,35.1597,-81.4306
SC,Myrtle Beach Gas Turbine Site,3320,2021,,33.7089,-78.9233
SC,Urquhart,3295,2021,128188.186,33.435,-81.9111
SC,W S Lee,3264,2021,541490.81,34.6022,-82.435
SC,Wateree,3297,2021,395094.507,33.8264,-80.6218
SC,Williams,3298,2021,853461.915,33.0163,-79.9285
SC,Winyah,6249,2021,1116965.406,33.3303,-79.3611
SD,Aberdeen Generating Station,3338,2021,4760.7,45.4287,-98.4932
SD,Angus Anson,7237,2021,15490.676,43.6033,-96.6369
SD,Big Stone,6098,2021,697425.635,45.3047,-96.5103
SD,Deer Creek Station,56610,2021,68006.357,44.3961,-96.5333
SD,Groton Generating Station,56238,2021,17691.435,45.3718,-98.1032
SD,Huron,3344,2021,,44.3696,-98.17
SD,Lange,55478,2021,2967.283,44.1212,-103.2608
TN,Allen,3393,2021,551352.492,35.0742,-90.1439
TN,Brownsville Combustion Turbine Plant,55081,2021,26262.175,35.5438,-89.198
TN,Bull Run,3396,2021,265557.989,36.0211,-84.1567
TN,Cumberland,3399,2021,3324804.366,36.3903,-87.6539
TN,Gallatin,3403,2021,938273.963,36.3156,-86.4006
TN,Gleason Combustion Turbine Plant,55251,2021,37227.471,36.2454,-88.612
TN,John Sevier,3405,2021,425855.579,36.3767,-82.9639
TN,Johnsonville,3406,2021,128235.834,36.0278,-87.9861
TN,Kingston,3407,2021,343046.12,35.8992,-84.5194
TN,Lagoon Creek,7845,2021,269006.76,35.6578,-89.3964
TN,Tate & Lyle-Loudon,880079,2021,,35.7433,-84.3208
TX,Air Liquide Bayport Complex,10298,2021,350962.278,29.6225,-95.0458
TX,Antelope Elk Energy Center,57865,2021,50591.119,33.8657,-101.8437
TX,Bacliff Generating Station,60264,2021,44208,29.4922,-94.9844
TX,Barney M. Davis,4939,2021,80506.413,27.6067,-97.3119
TX,Bastrop Clean Energy Center,55168,2021,129561.446,30.1458,-97.55
TX,Baytown Energy Center,55327,2021,409931.101,29.7731,-94.9019
TX,Blackhawk Station,55064,2021,274058.835,35.6957,-101.36
TX,Bosque County Power Plant,55172,2021,339171.592,31.8594,-97.3586
TX,"Brazos Valley Energy, LP",55357,2021,209670.986,29.4731,-95.6244
TX,C. R. Wing Cogeneration Plant,52176,2021,2598.907,32.2722,-101.4222
TX,Calpine Hidalgo Energy Center,7762,2021,256223.978,26.3389,-98.1708
TX,Carbon Capture Plant,58378,2021,,29.4753,-95.6341
TX,Cedar Bayou,3460,2021,79516.364,29.7483,-94.9272
TX,Cedar Bayou 4,56806,2021,149793.512,29.752,-94.923
TX,"Chamon Power, LLC",60460,2021,11621.946,29.8833,-95.1113
TX,Channel Energy Center,55299,2021,614488.447,29.7189,-95.2319
TX,Channelview Cogeneration Facility,55187,2021,784273.869,29.8356,-95.1242
TX,Coleto Creek,6178,2021,744622.022,28.7128,-97.2142
TX,Colorado Bend Energy Center,56350,2021,234703.167,29.2878,-96.0683
TX,Colorado Bend II,60122,2021,514910.667,29.2878,-96.0656
TX,Copper Station,9,2021,,31.7569,-106.375
TX,Corpus Christi Energy Center,55206,2021,273881.921,27.8139,-97.4283
TX,Cottonwood Energy Project,55358,2021,596959.614,30.2588,-93.7353
TX,Decker Creek,3548,2021,100132.012,30.3036,-97.6128
TX,Decordova,8063,2021,,32.4033,-97.6986
TX,Deer Park Energy Center,55464,2021,1013266.472,29.7153,-95.1361
TX,Eastman Cogeneration Facility,55176,2021,351338.665,32.4472,-94.6917
TX,Ector County Energy Center,58471,2021,3206.408,32.0694,-102.5856
TX,"Ennis Power Company, LLC",55223,2021,75966.577,32.3194,-96.6739
TX,Exelon Laporte Generating Station,55365,2021,25959.8,29.702,-95.071
TX,ExxonMobil Beaumont Refinery,50625,2021,614008.396,30.0639,-94.0703
TX,Forney Power Plant,55480,2021,703919.621,32.7563,-96.4916
TX,Freestone Power Generation,55226,2021,470611.118,31.8907,-96.1128
TX,Frontera Generation Facility,55098,2021,115814.572,26.208,-98.3992
TX,Graham,3490,2021,54603.977,33.135,-98.6117
TX,Greens Bayou,3464,2021,,29.8208,-95.2194
TX,Gregory Power Facility,55086,2021,,27.8881,-97.2572
TX,Guadalupe Generating Station,55153,2021,249129.184,29.6237,-98.1395
TX,H W Pirkey Power Plant,7902,2021,1028398.875,32.4607,-94.4852
TX,HO Clarke Generating,63335,2021,40300.71,29.6454,-95.4517
TX,Handley Generating Station,3491,2021,92319.765,32.7278,-97.2186
TX,Hardin County Peaking Facility,56604,2021,2768.558,30.3039,-94.2527
TX,Harrington Station,6193,2021,1374268.79,35.2972,-101.7475
TX,Harrison County Power Project,55664,2021,303935.462,32.3958,-94.4361
TX,Hays Energy Facility,55144,2021,236608.881,29.7806,-97.9894
TX,J K Spruce,7097,2021,1958364.115,29.3091,-98.3205
TX,J Robert Massengale Generating Station,3604,2021,15238.682,33.6039,-101.8408
TX,J T Deely,6181,2021,,29.3072,-98.3228
TX,Jack County Generation Facility,55230,2021,401441.914,33.101,-97.9574
TX,Johnson County Generation Facility,54817,2021,26069.898,32.3994,-97.4078
TX,Jones Station,3482,2021,108567.608,33.5239,-101.7392
TX,Knox Lee Power Plant,3476,2021,39345.942,32.3766,-94.6415
TX,Lake Hubbard,3452,2021,337.056,32.8364,-96.5464
TX,Lamar Power Plant,55097,2021,696645.383,33.6314,-95.589
TX,Laredo,3439,2021,16596.089,27.5667,-99.5083
TX,Leon Creek,3609,2021,24221.528,29.3511,-98.5753
TX,Lewis Creek,3457,2021,193959.852,30.4364,-95.5215
TX,Limestone,298,2021,2163454.88,31.4219,-96.2525
TX,Lost Pines 1,55154,2021,180317.223,30.1478,-97.27
TX,Magic Valley Generating Station,55123,2021,135684.081,26.3403,-98.19
TX,Martin Lake,6146,2021,3647073.586,32.2597,-94.5703
TX,Midlothian Energy,55091,2021,415767.522,32.4302,-97.0537
TX,Montana Power Station,58562,2021,110250.844,31.8239,-106.2119
TX,Montgomery County Power Station,60925,2021,378041.607,30.4358,-95.5206
TX,Morgan Creek,3492,2021,,32.3358,-100.9158
TX,Mountain Creek Generating Station,3453,2021,21773.305,32.7253,-96.9361
TX,Mustang Station,55065,2021,109308.426,32.9728,-102.7417
TX,Mustang Station (56326),56326,2021,71493.063,32.9748,-102.7432
TX,Nacogdoches Generating Facility,55708,2021,,31.8326,-94.9006
TX,New Gulf Power Facility,50137,2021,,29.2639,-95.8997
TX,Newman,3456,2021,263584.381,31.9858,-106.4322
TX,Nichols Station,3484,2021,96517.989,35.2825,-101.7458
TX,Nueces Bay,3441,2021,81331.381,27.8182,-97.4189
TX,O W Sommers,3611,2021,100432.76,29.3078,-98.3244
TX,Oak Grove,6180,2021,2884448.734,31.185,-96.4853
TX,Odessa Ector Generating Station,55215,2021,462769.243,31.8378,-102.3278
TX,"Optim Energy Altura Cogen, LLC",50815,2021,529717.283,29.8169,-95.1086
TX,Panda Sherman Power Station,58005,2021,161428.135,33.5756,-96.6158
TX,Panda Temple Power Station,58001,2021,420248.902,31.0558,-97.3172
TX,Paris Energy Center,50109,2021,57306.021,33.6968,-95.5577
TX,Pasadena Power Plant,55047,2021,347557.199,29.7233,-95.1769
TX,Permian Basin,3494,2021,44807.657,31.5839,-102.9636
TX,Plant X,3485,2021,83675.721,34.1661,-102.4114
TX,Port Comfort Peaking Facility,60459,2021,12013.614,28.648,-96.5457
TX,Power Lane Steam Plant,4195,2021,9282.65,33.1707,-96.1264
TX,Quail Run Energy Center,56349,2021,44842.099,31.8414,-102.315
TX,R W Miller,3628,2021,27973.184,32.6581,-98.3103
TX,Ray Olinger,3576,2021,17849.95,33.0667,-96.4519
TX,"Rio Nogales Power Project, LP",55137,2021,396451.598,29.5932,-97.9724
TX,Roland C. Dansby Power Plant,6243,2021,44950.204,30.7217,-96.4599
TX,SRO Cogen Limited Partnership,55120,2021,426070.962,30.0561,-93.7539
TX,Sabine,3459,2021,582124.138,30.0242,-93.875
TX,Sam Rayburn Plant,3631,2021,33331.766,28.8947,-97.1347
TX,Sam Seymour,6179,2021,2976406.639,29.9172,-96.7506
TX,San Jacinto County Peaking Facility,56603,2021,40606.711,30.42,-95.0114
TX,San Jacinto Steam Electric Station,7325,2021,153518.484,29.6967,-95.0411
TX,San Miguel,6183,2021,523903.337,28.7044,-98.4781
TX,Sand Hill Energy Center,7900,2021,203504.38,30.2091,-97.6139
TX,Sandy Creek Energy Station,56611,2021,1066571.564,31.4753,-96.9564
TX,Silas Ray,3559,2021,10702.442,25.9131,-97.5214
TX,Sim Gideon,3601,2021,47957.843,30.1456,-97.2708
TX,South Houston Green Power Site,55470,2021,628336.85,29.3775,-94.9328
TX,Spencer,4266,2021,,33.1978,-97.1067
TX,Stryker Creek,3504,2021,53140.32,31.9381,-94.9883
TX,Sweeny Cogeneration Facility,55015,2021,890042.423,29.0728,-95.745
TX,T C Ferguson Power Plant,4937,2021,307650.437,30.558,-98.3705
TX,T H Wharton,3469,2021,140331.6,29.9414,-95.5333
TX,Tejas Power Generation Unit 1,60468,2021,12594.749,29.6464,-95.4518
TX,Tenaska Frontier Generating Station,55062,2021,71497.293,30.5924,-95.9178
TX,Tenaska Gateway Generating Station,55132,2021,266942.407,32.0164,-94.6189
TX,Texas City Cogeneration,52088,2021,229876.309,29.3787,-94.944
TX,Tolk Station,6194,2021,328003.614,34.1847,-102.5686
TX,Trinidad,3507,2021,23540.374,32.1264,-96.1014
TX,Twin Oaks,7030,2021,677091.548,31.0932,-96.6965
TX,V H Braunig,3612,2021,293044.667,29.2575,-98.3828
TX,Victoria City Peaking Facility,61241,2021,4586.899,28.7853,-97.0093
TX,Victoria Port Peaking Facility,61242,2021,,28.6958,-96.9454
TX,Victoria Power Station,3443,2021,42024.423,28.7883,-97.01
TX,W A Parish,3470,2021,2188800.181,29.4783,-95.6358
TX,Welsh Power Plant,6139,2021,1303085.086,33.0583,-94.844
TX,Wilkes Power Plant,3478,2021,92123.592,32.8486,-94.5469
TX,Winchester Power Park,56674,2021,15532.47,30.0253,-96.9945
TX,"Wise County Power Company, LLC",55320,2021,234003.106,33.0583,-97.9103
TX,Wolf Hollow Generating Station,55139,2021,176572.724,32.3347,-97.7344
TX,Wolf Hollow II,59812,2021,508640.429,29.2888,-96.066
UT,Bonanza,7790,2021,681971.9,40.0864,-109.2844
UT,Currant Creek Power Project,56102,2021,321582.073,39.8223,-111.894
UT,Gadsby,3648,2021,580.373,40.7686,-111.9289
UT,Hunter,6165,2021,2442491.883,39.1747,-111.0289
UT,Huntington,8069,2021,1407108.216,39.3792,-111.0781
UT,Intermountain,6481,2021,1865869.525,39.5035,-112.5811
UT,Lake Side Power Plant,56237,2021,575905.725,40.3311,-111.7547
UT,Millcreek Power,56253,2021,491.995,37.1124,-113.5155
UT,Nebo Power Station,56177,2021,30786.461,40.0614,-111.7294
UT,Sunnyside Cogeneration Associates,50951,2021,,39.5472,-110.3917
UT,West Valley Power Plant,55622,2021,12489.603,40.6663,-112.031
VA,Altavista Power Station,10773,2021,104252.354,37.1183,-79.2726
VA,Bear Garden Generating Station,56807,2021,398069.77,37.6961,-78.2848
VA,Birchwood Power Facility,54304,2021,104810.073,38.2667,-77.3147
VA,Brunswick County Power Station,58260,2021,997716.136,36.7637,-77.7112
VA,Buchanan Units 1 & 2,55738,2021,62915.557,37.1753,-81.9617
VA,Chesterfield Power Station,3797,2021,604652.758,37.3822,-77.3833
VA,Clinch River,3775,2021,296.073,36.9333,-82.1997
VA,Clover Power Station,7213,2021,420349.013,36.8692,-78.7046
VA,Commonwealth Chesapeake,55381,2021,13458.68,37.9892,-75.54
VA,Darbytown Combustion Turbine,7212,2021,6323.4,37.4978,-77.368
VA,Doswell Limited Partnership,52019,2021,644290.102,37.8181,-77.4478
VA,Elizabeth River Combustion Turbine Sta,52087,2021,12554.8,36.7743,-76.3119
VA,Gordonsville Power Station,54844,2021,107062.24,38.1245,-78.2031
VA,Gravel Neck Combustion Turbine,7032,2021,5143.3,37.1575,-76.6911
VA,Greensville County Power Station,59913,2021,1163122.541,36.7184,-77.6523
VA,Hopewell Cogeneration Facility,10633,2021,3940.398,37.2914,-77.2821
VA,Hopewell Power Station,10771,2021,91977.033,37.2969,-77.2833
