Spud Date,Total Depth Date,LONG,LAT,API Well Number
20060528,20060602,-93.251014,29.396255,1.77004E+11
19720304,19720428,-93.199857,29.379172,1.77004E+11
19961030,19961117,-93.199857,29.379172,1.77004E+11
19720310,19720401,-93.242636,29.390959,1.77004E+11
19720316,19720327,-93.331322,29.186035,1.77004E+11
19720518,19720531,-93.200629,29.413381,1.77004E+11
19720324,19720423,-93.18834,29.364272,1.77004E+11
19720502,19720518,-93.250974,29.396228,1.77004E+11
19720604,19720616,-93.200978,29.420362,1.77004E+11
19720619,19720703,-93.637223,29.487661,1.77004E+11
19670802,19670821,-93.608678,29.636234,1.77004E+11
19680417,19680507,-93.596109,29.642874,1.77004E+11
19680520,19680614,-93.592143,29.643206,1.77004E+11
19720515,19720816,-93.126224,29.561861,1.77004E+11
19720523,19720920,-93.250997,29.396291,1.77004E+11
20000131,20000218,-93.250997,29.396291,1.77004E+11
19720623,19720708,-93.250949,29.396272,1.77004E+11
19720711,19720723,-93.250975,29.396291,1.77004E+11
19720822,19730109,-93.136955,29.552274,1.77004E+11
19870418,19870522,-93.136955,29.552274,1.77004E+11
19720809,19720903,-93.283184,29.399638,1.77004E+11
19720725,19720814,-93.250974,29.39625,1.77004E+11
19721108,19721120,-93.035346,29.384232,1.77004E+11
19720905,19721009,-93.283185,29.399666,1.77004E+11
19720928,19721026,-93.095183,29.639536,1.77004E+11
19721016,19721104,-93.250977,29.396254,1.77004E+11
20100909,20100925,-93.250977,29.396254,1.77004E+11
19721122,19721215,-93.250996,29.396269,1.77004E+11
19730116,19730429,-93.033464,29.606819,1.77004E+11
19721117,19721218,-93.269467,29.377115,1.77004E+11
19721225,19730116,-93.269451,29.377074,1.77004E+11
19730128,19730509,-93.609314,29.664215,1.77004E+11
19721230,19730208,-93.25095,29.396292,1.77004E+11
19721229,19730131,-93.305204,29.522687,1.77004E+11
19730121,19730507,-93.14566,29.559159,1.77004E+11
19730307,19730403,-93.269439,29.377099,1.77004E+11
19730120,19730224,-93.269439,29.377099,1.77004E+11
19730315,19730331,-93.250999,29.396228,1.77004E+11
19730616,19730707,-93.149809,29.34333,1.77004E+11
19640411,19640419,-93.169412,29.403532,1.77004E+11
20050319,20050327,-93.169412,29.403532,1.77004E+11
19730507,19730629,-93.269461,29.377093,1.77004E+11
19661218,19670310,-93.669464,29.656397,1.77004E+11
19730516,19730824,-93.145666,29.559112,1.77004E+11
19730526,19730705,-93.383549,29.658732,1.77004E+11
19730717,19730814,-93.269429,29.37708,1.77004E+11
19730704,19730919,-93.033433,29.606822,1.77004E+11
19741201,19741230,-93.033433,29.606822,1.77004E+11
19730806,19730823,-93.387315,29.663335,1.77004E+11
19730828,19730924,-93.269495,29.377063,1.77004E+11
19730926,19731011,-93.269495,29.377063,1.77004E+11
19740225,19740517,-93.156755,29.563659,1.77004E+11
19740313,19740401,-93.033429,29.606806,1.77004E+11
19731030,19740122,-93.033429,29.606806,1.77004E+11
19731117,19740219,-93.145662,29.55911,1.77004E+11
19730830,19731117,-93.145662,29.55911,1.77004E+11
19740117,19740204,-93.248724,29.378884,1.77004E+11
19731015,19731108,-93.269473,29.377068,1.77004E+11
19731215,19740305,-93.131218,29.648896,1.77004E+11
19971114,19971120,-93.131218,29.648896,1.77004E+11
19971120,19971129,-93.131218,29.648896,1.77004E+11
19731119,19731206,-93.269508,29.377104,1.77004E+11
19731124,19731218,-93.30783,29.184813,1.77004E+11
19731205,19740202,-93.299753,29.520885,1.77004E+11
19740108,19740125,-93.24194,29.377836,1.77004E+11
19740719,19741030,-93.03344,29.606877,1.77004E+11
19740223,19740317,-93.241952,29.377806,1.77004E+11
19731219,19740110,-93.283207,29.399666,1.77004E+11
19740313,19740402,-93.121848,29.652047,1.77004E+11
19740331,19740429,-93.241914,29.377809,1.77004E+11
19740503,19741121,-93.241914,29.377809,1.77004E+11
19740518,19790905,-93.017003,29.555254,1.77004E+11
19791031,19791205,-93.017003,29.555254,1.77004E+11
19740620,19740702,-93.168453,28.853502,1.77004E+11
19740603,19740902,-93.152193,29.613881,1.77004E+11
19760714,19760826,-93.152193,29.613881,1.77004E+11
19740603,19740701,-93.121814,29.65208,1.77004E+11
19740603,19740617,-93.119847,29.663086,1.77004E+11
19740610,19740914,-93.132442,29.614139,1.77004E+11
19740621,19740813,-93.382659,29.638607,1.77004E+11
19740715,19741101,-93.038266,29.574627,1.77004E+11
19740630,19740804,-93.143894,28.948005,1.77004E+11
19740707,19740804,-93.121946,29.652076,1.77004E+11
19740901,19740927,-93.114316,29.637314,1.77004E+11
19740808,19740828,-93.121975,29.652097,1.77004E+11
19741008,19750122,-93.408418,29.422216,1.77004E+11
19740903,19741003,-93.121912,29.652087,1.77004E+11
19740910,19740920,-93.142418,29.613911,1.77004E+11
19741013,19741111,-93.029777,29.371882,1.77004E+11
19741012,19741104,-93.134948,28.94514,1.77004E+11
19741010,19741031,-93.121917,29.652054,1.77004E+11
19741122,19741222,-93.157983,28.950936,1.77004E+11
19750101,19750128,-93.157983,28.950936,1.77004E+11
19741129,19741231,-93.121966,29.65213,1.77004E+11
19741208,19750130,-93.390597,29.65816,1.77004E+11
19750308,19750424,-93.021594,28.794341,1.77004E+11
19741217,19750219,-93.164017,29.643239,1.77004E+11
19750204,19750217,-93.307672,29.180638,1.77004E+11
19750106,19750121,-93.121988,29.652108,1.77004E+11
19750126,19750304,-93.033461,29.606786,1.77004E+11
19741229,19750306,-93.143299,29.618077,1.77004E+11
19750312,19750427,-93.43072,29.483675,1.77004E+11
19750126,19750219,-93.121959,29.652086,1.77004E+11
19750223,19750319,-93.121896,29.652077,1.77004E+11
19750321,19750403,-93.142074,29.646258,1.77004E+11
19750425,19750508,-93.121924,29.652098,1.77004E+11
19750507,19750516,-93.248704,29.378868,1.77004E+11
19750406,19750507,-93.248704,29.378868,1.77004E+11
19750609,19750721,-93.036777,29.561032,1.77004E+11
19750411,19750420,-93.150308,29.657085,1.77004E+11
19750504,19750516,-93.021547,28.794344,1.77004E+11
19890721,19890807,-93.021547,28.794344,1.77004E+11
20000617,20000620,-93.021547,28.794344,1.77004E+11
19750618,19750701,-93.021532,28.794358,1.77004E+11
19910311,19910408,-93.021532,28.794358,1.77004E+11
19750805,19750807,-93.152196,29.613881,1.77004E+11
19750903,19751122,-93.519302,29.51046,1.77004E+11
19750606,19750622,-93.12193,29.652065,1.77004E+11
19750606,19750705,-93.341579,29.669316,1.77004E+11
19750525,19750612,-93.257483,29.367814,1.77004E+11
19750710,19750731,-93.145441,28.947959,1.77004E+11
19760922,19770107,-93.527207,29.661134,1.77004E+11
19750802,19751101,-93.017032,29.555253,1.77004E+11
19750824,19750918,-93.145454,28.947967,1.77004E+11
19750812,19750904,-93.152193,29.613881,1.77004E+11
19750917,19751005,-93.121982,29.652141,1.77004E+11
19750924,19751123,-93.152202,29.613859,1.77004E+11
19751006,19751122,-93.145479,28.947994,1.77004E+11
19751011,19751025,-93.122007,29.652127,1.77004E+11
19751227,19760122,-93.145482,28.947994,1.77004E+11
19751125,19751218,-93.145482,28.947994,1.77004E+11
19770221,19770314,-93.158312,29.396984,1.77004E+11
19760117,19760305,-93.244137,29.411425,1.77004E+11
19760424,19760825,-93.30272,29.443842,1.77004E+11
19751220,19760706,-93.148273,29.612035,1.77004E+11
19760202,19760219,-93.142077,29.646277,1.77004E+11
19760314,19760405,-93.142104,29.646191,1.77004E+11
19760128,19760305,-93.145467,28.948005,1.77004E+11
19760329,19760419,-93.555129,29.378535,1.77004E+11
19760419,19760517,-93.142105,29.646233,1.77004E+11
19760604,19760819,-93.268548,29.30531,1.77004E+11
19760530,19760622,-93.142078,29.646296,1.77004E+11
19760718,19761015,-93.172133,29.605057,1.77004E+11
19760318,19760511,-93.145482,28.948126,1.77004E+11
19760524,19760626,-93.145454,28.947995,1.77004E+11
19760627,19760720,-93.085114,29.107708,1.77004E+11
19930721,19930802,-93.085114,29.107708,1.77004E+11
19760705,19760811,-93.142073,29.646214,1.77004E+11
19760805,19760907,-93.145426,28.94797,1.77004E+11
19761011,19761101,-93.181726,29.192323,1.77004E+11
19760910,19761003,-93.181726,29.192323,1.77004E+11
19760826,19760913,-93.004761,28.803727,1.77004E+11
19770215,19770420,-93.332294,29.25687,1.77004E+11
19760829,19760921,-93.142109,29.646296,1.77004E+11
19761006,19761111,-93.145426,28.947995,1.77004E+11
19760928,19761204,-93.497571,29.703648,1.77004E+11
19760913,19770318,-93.145414,28.947981,1.77004E+11
19770213,19770222,-93.24223,29.308723,1.77004E+11
19761011,19761116,-93.24223,29.308723,1.77004E+11
19761210,19770212,-93.24223,29.308723,1.77004E+11
19770523,19770612,-93.570704,29.706137,1.77004E+11
19770620,19770816,-93.198804,29.328762,1.77004E+11
19761003,19770303,-93.295278,29.549281,1.77004E+11
19761001,19761028,-93.142073,29.646233,1.77004E+11
19761125,19770227,-93.145441,28.947959,1.77004E+11
19761117,19770108,-93.727623,29.681556,1.77004E+11
20010525,20010609,-93.727623,29.681556,1.77004E+11
19761018,19761110,-93.727623,29.681556,1.77004E+11
19790413,19790423,-93.727623,29.681556,1.77004E+11
19761026,19770211,-93.148301,29.61202,1.77004E+11
19761118,19761203,-93.142078,29.646318,1.77004E+11
20071203,20071211,-93.142078,29.646318,1.77004E+11
19770221,19770321,-93.607413,29.638921,1.77004E+11
19761201,19761209,-93.089233,29.093249,1.77004E+11
19761210,19761217,-93.089233,29.093249,1.77004E+11
19761217,19761224,-93.089233,29.093249,1.77004E+11
19761228,19770112,-93.046764,28.786331,1.77004E+11
19770124,19770314,-93.187605,29.637838,1.77004E+11
19761214,19770106,-93.142108,29.646254,1.77004E+11
19770813,19771018,-93.573533,29.694201,1.77004E+11
19770223,19770428,-93.276413,29.509109,1.77004E+11
19770214,19770223,-93.276413,29.509109,1.77004E+11
19770122,19770203,-93.193693,29.40864,1.77004E+11
19770104,19770324,-93.138482,29.114169,1.77004E+11
19761228,19770107,-93.097522,29.670594,1.77004E+11
19770201,19770312,-93.142105,29.646213,1.77004E+11
19770323,19770401,-93.142105,29.646213,1.77004E+11
19770121,19770406,-93.129492,29.190375,1.77004E+11
19770112,19770120,-93.151939,29.665393,1.77004E+11
19770124,19770207,-93.151939,29.665393,1.77004E+11
19770319,19770323,-93.020752,29.375346,1.77004E+11
19770213,19770301,-93.020752,29.375346,1.77004E+11
19771103,19780128,-93.314959,29.669658,1.77004E+11
19770223,19770327,-93.148304,29.612021,1.77004E+11
19770328,19770515,-93.080932,28.953442,1.77004E+11
19770421,19770523,-93.547642,29.378247,1.77004E+11
19771005,19771009,-93.142073,29.646192,1.77004E+11
19770425,19770502,-93.142073,29.646192,1.77004E+11
19770526,19770615,-93.142073,29.646192,1.77004E+11
19770621,19770719,-93.142073,29.646192,1.77004E+11
19770418,19770707,-93.722336,29.683575,1.77004E+11
19770326,19770512,-93.172415,29.627548,1.77004E+11
19770726,19771128,-93.156781,29.563543,1.77004E+11
19770421,19770509,-93.158358,29.39695,1.77004E+11
19770521,19770601,-93.158358,29.39695,1.77004E+11
19770402,19770701,-93.148301,29.61202,1.77004E+11
19770406,19770428,-93.022793,29.375385,1.77004E+11
19770502,19770518,-93.022793,29.375385,1.77004E+11
19770527,19770624,-93.547624,29.378267,1.77004E+11
19770511,19770824,-93.302878,29.487852,1.77004E+11
19770726,19770918,-93.157159,29.57636,1.77004E+11
19770922,19771013,-93.157159,29.57636,1.77004E+11
19770728,19770813,-93.14211,29.64632,1.77004E+11
19791029,19800207,-93.606165,29.578139,1.77004E+11
19780208,19780303,-93.172433,29.62754,1.77004E+11
19771024,19771225,-93.172433,29.62754,1.77004E+11
19780104,19780201,-93.172433,29.62754,1.77004E+11
19770731,19770914,-93.190505,29.019362,1.77004E+11
19770701,19770723,-93.547623,29.378247,1.77004E+11
19770705,19770803,-93.18168,29.192334,1.77004E+11
19780424,19780718,-93.277086,29.504565,1.77004E+11
20111109,20111211,-93.277086,29.504565,1.77004E+11
19770818,19780115,-93.148301,29.61202,1.77004E+11
19770817,19771029,-93.111481,29.103941,1.77004E+11
19780501,19780706,-93.331206,29.25972,1.77004E+11
19780612,19780703,-93.27495,29.422867,1.77004E+11
19770805,19780424,-93.199857,29.379197,1.77004E+11
19770823,19770923,-93.547642,29.378228,1.77004E+11
19780316,19780410,-93.584094,29.691636,1.77004E+11
19780316,19780331,-93.584094,29.691636,1.77004E+11
19780413,19780604,-93.085101,29.107739,1.77004E+11
20040528,20040603,-93.085101,29.107739,1.77004E+11
20040606,20040611,-93.085101,29.107739,1.77004E+11
20040624,20040703,-93.085101,29.107739,1.77004E+11
19770728,19770820,-93.547643,29.378269,1.77004E+11
19781031,19790131,-93.719484,29.67957,1.77004E+11
19840927,19841024,-93.719484,29.67957,1.77004E+11
19770820,19770924,-93.181711,29.192325,1.77004E+11
19771015,19771117,-93.171377,29.358772,1.77004E+11
19780715,19780922,-93.550166,29.544372,1.77004E+11
19771013,19771107,-93.18167,29.192293,1.77004E+11
,,-93.241968,29.377839,1.77004E+11
19770911,19771130,-93.294061,29.48999,1.77004E+11
19771121,19771227,-93.519477,29.675015,1.77004E+11
19781111,19781206,-93.243221,29.433752,1.77004E+11
19771031,19771121,-93.069203,28.952872,1.77004E+11
19771230,19780218,-93.171355,29.358772,1.77004E+11
19771025,19780204,-93.198234,29.509283,1.77004E+11
19771219,19780219,-93.138444,29.114142,1.77004E+11
19780224,19780410,-93.138444,29.114142,1.77004E+11
19790605,19790626,-93.138444,29.114142,1.77004E+11
19780217,19780507,-93.140631,29.608166,1.77004E+11
19780801,19781016,-93.197966,29.503374,1.77004E+11
19780821,19780908,-93.045378,28.786374,1.77004E+11
19960319,19960321,-93.045378,28.786374,1.77004E+11
19780104,19780308,-93.391162,29.182679,1.77004E+11
19771224,19780223,-93.156781,29.563543,1.77004E+11
19780116,19780208,-93.554106,29.693492,1.77004E+11
19780109,19780122,-93.025412,28.799734,1.77004E+11
19780110,19780218,-93.060985,29.070667,1.77004E+11
19780919,19781005,-93.090682,29.075248,1.77004E+11
19780401,19780411,-93.069291,28.783378,1.77004E+11
19780126,19780318,-93.069291,28.783378,1.77004E+11
19780128,19780219,-93.025393,28.799737,1.77004E+11
19781216,19781216,-93.654595,29.597369,1.77004E+11
19780729,19780823,-93.171402,29.358788,1.77004E+11
19790117,19790207,-93.20064,29.340251,1.77004E+11
19780308,19780507,-93.157159,29.57636,1.77004E+11
19780223,19780329,-93.17133,29.358775,1.77004E+11
19780227,19780313,-93.025387,28.799718,1.77004E+11
19780707,19780928,-93.134161,29.40788,1.77004E+11
19780421,19780501,-93.171358,29.358794,1.77004E+11
19780323,19780717,-93.152262,29.600351,1.77004E+11
19780329,19780424,-93.0132,29.294116,1.77004E+11
19780318,19780404,-93.025402,28.799712,1.77004E+11
19980202,19980218,-93.025402,28.799712,1.77004E+11
19780316,19780319,-93.78976,29.647048,1.77004E+11
19780522,19780903,-93.136455,29.546161,1.77004E+11
19780426,19780519,-93.188352,29.364247,1.77004E+11
19780422,19780607,-93.138472,29.114131,1.77004E+11
19780604,19780617,-93.013197,29.294094,1.77004E+11
19780410,19780501,-93.025421,28.799706,1.77004E+11
19960115,19960203,-93.025421,28.799706,1.77004E+11
19780612,19780712,-93.188296,29.364262,1.77004E+11
19780717,19780825,-93.390645,29.658159,1.77004E+11
19780507,19780521,-93.025414,28.799684,1.77004E+11
19780507,19780519,-93.171395,29.358747,1.77004E+11
19780529,19780609,-93.091177,28.960542,1.77004E+11
19790523,19790630,-93.40744,29.647806,1.77004E+11
19790208,19790223,-93.40744,29.647806,1.77004E+11
19790226,19790304,-93.40744,29.647806,1.77004E+11
19790314,19790314,-93.40744,29.647806,1.77004E+11
19790315,19790504,-93.40744,29.647806,1.77004E+11
19780719,19780810,-93.060065,28.780916,1.77004E+11
19780613,19780712,-93.060065,28.780916,1.77004E+11
19780615,19780806,-93.136761,29.580322,1.77004E+11
19780607,19780615,-93.085104,29.107686,1.77004E+11
19870914,19871115,-93.085104,29.107686,1.77004E+11
19780622,19780702,-93.085109,29.107457,1.77004E+11
19780905,19781004,-93.138453,29.114162,1.77004E+11
19780620,19780725,-93.138453,29.114162,1.77004E+11
19780801,19780822,-93.138453,29.114162,1.77004E+11
19780714,19780813,-93.102162,29.660009,1.77004E+11
19790217,19790401,-93.022514,29.573318,1.77004E+11
19780628,19780726,-93.171373,29.35875,1.77004E+11
19780715,19781020,-93.268453,29.30527,1.77004E+11
19980208,19980219,-93.268453,29.30527,1.77004E+11
19780616,19780623,-93.171333,29.3588,1.77004E+11
19790319,19790404,-93.138434,29.114123,1.77004E+11
19790111,19790318,-93.138434,29.114123,1.77004E+11
19790802,19791201,-93.140627,29.608163,1.77004E+11
19780728,19790211,-93.289821,29.258875,1.77004E+11
19780905,19780930,-93.190881,29.129501,1.77004E+11
19780822,19780909,-93.107607,29.644066,1.77004E+11
19780812,19781004,-93.24231,29.308812,1.77004E+11
19771103,19771116,-93.025431,28.799728,1.77004E+11
19961107,19961113,-93.025431,28.799728,1.77004E+11
19770910,19771103,-93.025431,28.799728,1.77004E+11
19961015,19961107,-93.025431,28.799728,1.77004E+11
19780903,19780908,-93.171402,29.358766,1.77004E+11
19780910,19780918,-93.045372,28.786357,1.77004E+11
19960915,19960924,-93.045375,28.786357,1.77004E+11
19781006,19781210,-93.173309,29.566095,1.77004E+11
19800217,19800512,-93.03472,29.62644,1.77004E+11
19781004,19790112,-93.193774,29.487698,1.77004E+11
19780910,19781019,-93.045397,28.786351,1.77004E+11
19960331,19960402,-93.045397,28.786351,1.77004E+11
19781004,19790130,-93.704684,29.604373,1.77004E+11
19781027,19790206,-93.157526,29.672145,1.77004E+11
19781017,19790101,-93.138465,29.114112,1.77004E+11
19781012,19781106,-93.091206,29.228229,1.77004E+11
19791115,19791201,-93.242162,29.363754,1.77004E+11
19790805,19791115,-93.242162,29.363754,1.77004E+11
19781025,19781115,-93.045403,28.786368,1.77004E+11
19960418,19960420,-93.045403,28.786368,1.77004E+11
19810227,19810325,-93.247315,29.719099,1.77004E+11
19800920,19810105,-93.247315,29.719099,1.77004E+11
19810127,19810226,-93.247315,29.719099,1.77004E+11
19781121,19781201,-93.045393,28.786335,1.77004E+11
19960501,19960502,-93.045393,28.786335,1.77004E+11
19781206,19781217,-93.045368,28.786341,1.77004E+11
19971011,19971015,-93.045368,28.786341,1.77004E+11
19971020,19971024,-93.045368,28.786341,1.77004E+11
19971029,19971101,-93.045368,28.786341,1.77004E+11
19971107,19971111,-93.045368,28.786341,1.77004E+11
19781108,19790127,-93.150945,29.616882,1.77004E+11
19781216,19790116,-93.29321,29.424759,1.77004E+11
19790214,19790517,-93.14063,29.608136,1.77004E+11
19781214,19790418,-93.152259,29.600348,1.77004E+11
19790407,19790616,-93.241972,29.377869,1.77004E+11
,,-93.244137,29.411425,1.77004E+11
19810125,19810325,-93.746001,29.674563,1.77004E+11
19791008,19791105,-93.413868,29.660458,1.77004E+11
19781120,19790124,-93.158048,29.625857,1.77004E+11
19781212,19781228,-93.195032,29.335075,1.77004E+11
19781228,19790109,-93.195032,29.335075,1.77004E+11
19790212,19790303,-93.080932,28.953442,1.77004E+11
19781226,19790121,-93.198838,29.32877,1.77004E+11
19790219,19790618,-93.683395,29.669002,1.77004E+11
19790629,19790824,-93.300008,29.419115,1.77004E+11
19800428,19800904,-93.295716,29.434642,1.77004E+11
19790301,19790420,-93.131162,29.648894,1.77004E+11
19970928,19971019,-93.131162,29.648894,1.77004E+11
19971020,19971104,-93.131162,29.648894,1.77004E+11
20050302,20050310,-93.131162,29.648894,1.77004E+11
19791113,19800408,-93.557859,29.583756,1.77004E+11
19790224,19790321,-93.200656,29.340273,1.77004E+11
19790310,19790409,-93.194857,29.026335,1.77004E+11
19790414,19790515,-93.138455,29.11409,1.77004E+11
,,-93.138455,29.11409,1.77004E+11
19800409,19800427,-93.689069,29.603807,1.77004E+11
19791229,19800409,-93.689069,29.603807,1.77004E+11
19790312,19790409,-93.080932,28.953442,1.77004E+11
19790426,19790824,-93.152542,29.600341,1.77004E+11
19790819,19791009,-93.528298,29.500707,1.77004E+11
19790627,19790717,-93.200669,29.34027,1.77004E+11
19790427,19790515,-93.131171,29.648886,1.77004E+11
19800107,19800610,-93.294649,29.549291,1.77004E+11
19790525,19790609,-93.080907,28.953439,1.77004E+11
19790708,19790810,-93.548982,29.681603,1.77004E+11
19790601,19790619,-93.102136,29.659968,1.77004E+11
19790603,19790803,-93.331206,29.25972,1.77004E+11
19790705,19790816,-93.164942,29.423012,1.77004E+11
20010505,20010525,-93.164942,29.423012,1.77004E+11
19790615,19790701,-93.131199,29.648863,1.77004E+11
19970820,19970901,-93.131199,29.648863,1.77004E+11
19810609,19811001,-93.72383,29.683609,1.77004E+11
19790626,19790716,-93.060024,28.781059,1.77004E+11
19810210,19810619,-93.143597,29.525947,1.77004E+11
19790628,19790716,-93.102168,29.65996,1.77004E+11
19790720,19790804,-93.102168,29.65996,1.77004E+11
19790628,19791007,-93.236133,29.703194,1.77004E+11
19791011,19800128,-93.250795,29.656592,1.77004E+11
19790926,19800324,-93.193414,29.59688,1.77004E+11
19790929,19791220,-93.486609,29.686569,1.77004E+11
19790730,19790809,-93.200665,29.340248,1.77004E+11
19790802,19790818,-93.060024,28.781059,1.77004E+11
19790814,19790903,-93.102174,29.659981,1.77004E+11
19790927,19791116,-93.331191,29.259731,1.77004E+11
19800918,19801111,-93.331191,29.259731,1.77004E+11
19791214,19800104,-93.115853,29.279354,1.77004E+11
19791016,19791110,-93.060024,28.781059,1.77004E+11
19790905,19791109,-93.172424,29.627573,1.77004E+11
19790901,19800116,-93.152259,29.600345,1.77004E+11
19790821,19790910,-93.060024,28.781056,1.77004E+11
19790923,19791030,-93.102174,29.659981,1.77004E+11
19790914,19791006,-93.060024,28.781056,1.77004E+11
,,-93.200587,29.340288,1.77004E+11
19791115,19800124,-93.029225,29.670565,1.77004E+11
19791022,19791122,-93.528296,29.500724,1.77004E+11
19800213,19800311,-93.180184,29.11907,1.77004E+11
19800626,19800912,-93.180184,29.11907,1.77004E+11
19791119,19800304,-93.167962,29.681034,1.77004E+11
19791123,19800206,-93.172405,29.627565,1.77004E+11
19791128,19791209,-93.060021,28.781056,1.77004E+11
19791127,19950101,-93.331206,29.25972,1.77004E+11
19950117,19950226,-93.331206,29.25972,1.77004E+11
19950317,19950617,-93.331206,29.25972,1.77004E+11
19791214,19800205,-93.178365,29.243455,1.77004E+11
19791215,19791225,-93.060024,28.781059,1.77004E+11
19800517,19800603,-93.194212,29.033561,1.77004E+11
19800503,19800625,-93.178407,29.243397,1.77004E+11
19830228,19830409,-93.178407,29.243397,1.77004E+11
19800225,19800421,-93.178407,29.243397,1.77004E+11
19800214,19800608,-93.198311,29.319786,1.77004E+11
19800612,19801202,-93.331218,29.259709,1.77004E+11
19800219,19800324,-93.331218,29.259709,1.77004E+11
19800325,19800420,-93.331218,29.259709,1.77004E+11
19800421,19800611,-93.331218,29.259709,1.77004E+11
19801118,19810115,-93.132907,28.779186,1.77004E+11
19800330,19800508,-93.10215,29.660058,1.77004E+11
19910531,19910630,-93.10215,29.660058,1.77004E+11
20050203,20050211,-93.10215,29.660058,1.77004E+11
19800816,19801015,-93.618725,29.571077,1.77004E+11
19800418,19800721,-93.388864,29.538985,1.77004E+11
19831112,19831130,-93.527786,29.367747,1.77004E+11
19810225,19810427,-93.150988,29.616868,1.77004E+11
19801009,19810128,-93.150988,29.616868,1.77004E+11
19800523,19800609,-93.058928,28.970597,1.77004E+11
19801004,19801030,-93.252164,29.476371,1.77004E+11
19800617,19801209,-93.253403,29.676299,1.77004E+11
19801020,19810114,-93.331793,29.40042,1.77004E+11
19800625,19801017,-93.331793,29.40042,1.77004E+11
19800702,19800908,-93.331206,29.25972,1.77004E+11
19940922,19941005,-93.331206,29.25972,1.77004E+11
19800612,19800627,-93.102178,29.660003,1.77004E+11
19800706,19801007,-93.15117,29.241133,1.77004E+11
19800711,19801017,-93.193434,29.596968,1.77004E+11
19800824,19800907,-93.097473,29.071042,1.77004E+11
19800816,19800907,-93.081828,29.219947,1.77004E+11
19800820,19801207,-93.55803,29.583938,1.77004E+11
19800915,19801004,-93.097433,29.071054,1.77004E+11
19801210,19810814,-93.139627,29.542958,1.77004E+11
19801029,19801110,-93.097458,29.071053,1.77004E+11
19801009,19801023,-93.097445,29.071043,1.77004E+11
19801019,19810202,-93.297379,29.264169,1.77004E+11
19801231,19810426,-93.193434,29.596968,1.77004E+11
19801029,19810209,-93.199096,29.606288,1.77004E+11
19801027,19801124,-93.195122,29.329095,1.77004E+11
19801025,19810220,-93.277445,29.275419,1.77004E+11
19820326,19820327,-93.277445,29.275419,1.77004E+11
19801120,19810316,-93.430242,29.541071,1.77004E+11
19811227,19820505,-93.66525,29.627192,1.77004E+11
19801203,19810112,-93.09765,29.225095,1.77004E+11
19801219,19810119,-93.195123,29.329114,1.77004E+11
19810130,19810606,-93.161749,29.309689,1.77004E+11
19810314,19810529,-93.085815,29.266814,1.77004E+11
19810209,19810612,-93.297404,29.264146,1.77004E+11
19810309,19810512,-93.223948,29.687905,1.77004E+11
19810801,19811005,-93.19668,29.567949,1.77004E+11
19810704,19810818,-93.598948,29.646879,1.77004E+11
19810220,19810428,-93.199162,29.60626,1.77004E+11
19810301,19810521,-93.216324,29.70368,1.77004E+11
19810320,19810425,-93.609405,29.574089,1.77004E+11
19810317,19810703,-93.170813,29.105533,1.77004E+11
19810817,19811007,-93.150957,29.616871,1.77004E+11
19811009,19811025,-93.297351,29.264167,1.77004E+11
19810623,19810902,-93.297351,29.264167,1.77004E+11
19810610,19810716,-93.295751,29.434672,1.77004E+11
19810507,19810507,-93.602802,29.536752,1.77004E+11
19810511,19810728,-93.345148,29.237649,1.77004E+11
19820121,19820521,-93.635528,29.528025,1.77004E+11
19810509,19810718,-93.199162,29.60626,1.77004E+11
19810726,19811005,-93.602769,29.536725,1.77004E+11
19810713,19810818,-93.100858,29.037407,1.77004E+11
19810719,19810805,-93.110861,29.089994,1.77004E+11
19810812,19811005,-93.199162,29.60626,1.77004E+11
19810729,19810811,-93.199162,29.60626,1.77004E+11
19810813,19811024,-93.0774,29.283267,1.77004E+11
19820322,19820330,-93.112589,29.110152,1.77004E+11
19810901,19811130,-93.384814,29.199848,1.77004E+11
19820223,19820523,-93.377831,29.538346,1.77004E+11
19810830,19820215,-93.142307,29.537593,1.77004E+11
19820215,19820318,-93.112589,29.11013,1.77004E+11
19811010,19811119,-93.196297,29.117507,1.77004E+11
19811029,19820326,-93.130602,29.557909,1.77004E+11
19811102,19811222,-93.297338,29.264156,1.77004E+11
19811017,19811203,-93.243221,29.433752,1.77004E+11
19811117,19820107,-93.243588,29.649376,1.77004E+11
19811105,19820107,-93.36933,29.245825,1.77004E+11
19811020,19811230,-93.086377,29.627638,1.77004E+11
19820126,19820204,-93.195144,29.329106,1.77004E+11
19811205,19820106,-93.08309,29.554685,1.77004E+11
19811219,19820209,-93.273619,29.466321,1.77004E+11
19820115,19820526,-93.481763,29.392581,1.77004E+11
19811203,19820125,-93.178358,29.243439,1.77004E+11
19811226,19820412,-93.298741,29.471964,1.77004E+11
19820507,19820616,-93.150985,29.616846,1.77004E+11
19811228,19820221,-93.297367,29.264155,1.77004E+11
19820117,19820516,-93.32438,29.224503,1.77004E+11
19820901,19821129,-93.104752,29.608526,1.77004E+11
19820117,19820502,-93.130965,29.541866,1.77004E+11
19820125,19820322,-93.086358,29.627621,1.77004E+11
19820925,19830113,-93.163177,29.544113,1.77004E+11
19820222,19820602,-93.122131,29.548418,1.77004E+11
19820208,19820406,-93.412345,29.494807,1.77004E+11
19830531,19830807,-93.184035,29.11083,1.77004E+11
19830315,19830512,-93.018524,28.803038,1.77004E+11
